	protein_sequence1	protein_sequence2	interaction
1443	1936	1522	1
1444	2670	2687	1
1445	2670	1629	1
1446	2670	935	1
1447	2670	2168	1
1448	2670	1335	1
1449	2670	1320	1
1450	2670	2174	1
1451	2670	974	1
1452	2670	935	1
1453	2670	935	1
1454	2670	1335	1
1455	2670	531	1
1456	2670	531	1
1457	2670	531	1
1458	2670	2334	1
1459	2670	2334	1
1460	2670	2334	1
1461	2670	2427	1
1462	2670	574	1
1463	1279	2490	1
1464	945	1881	1
1465	945	272	1
1466	945	1924	1
1467	945	2498	1
1468	945	2594	1
1469	945	80	1
1470	945	1157	1
1471	945	1522	1
1472	945	2677	1
1473	945	1068	1
1474	945	419	1
1475	1394	2427	1
1476	1394	272	1
1477	1394	1924	1
1478	1394	1607	1
1479	1394	327	1
1480	742	1522	1
1481	1116	463	1
1482	1116	1522	1
1483	2101	1209	1
1484	2101	2205	1
1485	2101	1979	1
1486	2101	2490	1
1487	2101	1924	1
1488	1077	1924	1
1489	771	2490	1
1490	1154	2544	1
1491	1154	844	1
1492	1154	341	1
1493	1154	1522	1
1494	2556	463	1
1495	2556	2677	1
1496	405	463	1
1497	1715	1970	1
1498	1715	485	1
1499	1715	2677	1
1500	1715	869	1
1501	1021	2427	1
1502	1021	272	1
1503	1021	1924	1
1504	1021	1607	1
1505	1021	2594	1
1506	1021	1522	1
1507	1021	73	1
1508	1021	327	1
1509	966	1522	1
1510	966	2677	1
1511	1729	463	1
1512	1729	878	1
1513	1729	2677	1
1514	1947	1209	1
1515	1947	1970	1
1516	1947	485	1
1517	1947	463	1
1518	1947	272	1
1519	1947	1924	1
1520	1947	2498	1
1521	1947	2414	1
1522	1947	290	1
1523	1947	2594	1
1524	1947	1522	1
1525	1947	2677	1
1526	356	463	1
1527	356	2677	1
1528	2227	463	1
1529	2227	272	1
1530	2227	891	1
1531	2227	2677	1
1532	2227	869	1
1533	2200	878	1
1534	514	878	1
1535	514	1924	1
1536	514	1522	1
1537	1867	878	1
1538	1378	2677	1
1539	1212	272	1
1540	1212	1157	1
1541	2258	2673	1
1542	1640	463	1
1543	1640	2677	1
1544	1640	869	1
1545	1977	2490	1
1546	487	1522	1
1547	2094	463	1
1548	2094	878	1
1549	2094	272	1
1550	2094	2677	1
1551	2094	1522	1
1552	1941	2427	1
1553	1941	1355	1
1554	1941	1522	1
1555	2453	1209	1
1556	2453	463	1
1557	2453	2436	1
1558	2453	1319	1
1559	2453	2498	1
1560	2453	2594	1
1561	353	463	1
1562	353	1522	1
1563	353	869	1
1564	2628	463	1
1565	2628	878	1
1566	2628	29	1
1567	2628	1522	1
1568	2628	2677	1
1569	940	2189	1
1570	940	1209	1
1571	940	463	1
1572	940	878	1
1573	940	1319	1
1574	940	272	1
1575	940	1924	1
1576	940	610	1
1577	940	1607	1
1578	940	290	1
1579	940	2594	1
1580	940	80	1
1581	940	1685	1
1582	940	1166	1
1583	940	891	1
1584	940	19	1
1585	940	30	1
1586	940	1035	1
1587	1096	2189	1
1588	1096	463	1
1589	1096	2490	1
1590	1096	878	1
1591	1096	272	1
1592	1096	1607	1
1593	1096	1685	1
1594	1096	2677	1
1595	1096	1441	1
1596	312	2673	1
1597	619	2490	1
1598	619	878	1
1599	619	2673	1
1600	498	1209	1
1601	498	463	1
1602	498	330	1
1603	498	2427	1
1604	498	878	1
1605	498	2498	1
1606	498	2594	1
1607	498	2677	1
1608	498	30	1
1609	498	869	1
1610	498	1522	1
1611	518	2677	1
1612	2627	463	1
1613	2627	272	1
1614	2627	1924	1
1615	2627	869	1
1616	128	878	1
1617	128	2677	1
1618	2648	463	1
1619	2648	1522	1
1620	2648	869	1
1621	1469	1522	1
1622	307	463	1
1623	307	19	1
1624	307	869	1
1625	2495	1924	1
1626	1423	2490	1
1627	154	163	1
1628	154	80	1
1629	154	686	1
1630	154	643	1
1631	154	1863	1
1632	154	436	1
1633	154	1069	1
1634	154	1078	1
1635	1912	1924	1
1636	557	463	1
1637	557	869	1
1638	1633	463	1
1639	1633	1522	1
1640	1633	2677	1
1641	1633	869	1
1642	762	463	1
1643	1591	463	1
1644	1591	878	1
1645	1591	869	1
1646	1145	463	1
1647	1145	2677	1
1648	1145	869	1
1649	2418	463	1
1650	2418	1522	1
1651	2418	2677	1
1652	2418	869	1
1653	1052	463	1
1654	1052	163	1
1655	1052	1608	1
1656	1052	1924	1
1657	1052	2171	1
1658	1052	342	1
1659	969	878	1
1660	1317	671	1
1661	203	795	1
1662	203	2427	1
1663	203	1355	1
1664	203	1608	1
1665	203	773	1
1666	203	290	1
1667	2017	700	1
1668	1776	453	1
1669	871	2427	1
1670	871	272	1
1671	871	1924	1
1672	871	1607	1
1673	871	2594	1
1674	871	1522	1
1675	871	30	1
1676	871	327	1
1677	581	5	1
1678	581	878	1
1679	208	2687	1
1680	208	1629	1
1681	208	1320	1
1682	208	2334	1
1683	208	2334	1
1684	208	2334	1
1685	208	163	1
1686	208	2427	1
1687	208	107	1
1688	208	80	1
1689	208	1593	1
1690	2360	1685	1
1691	2360	1390	1
1692	2360	1878	1
1693	2360	27	1
1694	422	869	1
1695	1572	1738	1
1696	1572	1069	1
1697	1572	1522	1
1698	1572	686	1
1699	1572	643	1
1700	1572	436	1
1701	1572	1863	1
1702	2683	869	1
1703	338	1924	1
1704	269	2490	1
1705	269	878	1
1706	269	1157	1
1707	269	1522	1
1708	2592	163	1
1709	1036	1209	1
1710	1036	463	1
1711	1036	2436	1
1712	1036	1319	1
1713	1036	2498	1
1714	1036	2594	1
1715	883	2490	1
1716	1800	1062	1
1717	1800	163	1
1718	1800	1743	1
1719	1800	1569	1
1720	1800	1924	1
1721	1800	2052	1
1722	1800	1801	1
1723	2115	1285	1
1724	2115	1805	1
1725	2115	1833	1
1726	2115	2579	1
1727	2115	1522	1
1728	168	1881	1
1729	168	463	1
1730	168	1396	1
1731	168	2490	1
1732	168	272	1
1733	168	1924	1
1734	168	2498	1
1735	168	2594	1
1736	168	1157	1
1737	168	1522	1
1738	168	869	1
1739	1777	878	1
1740	1777	27	1
1741	1184	144	1
1742	850	2189	1
1743	850	1970	1
1744	850	485	1
1745	850	463	1
1746	850	2427	1
1747	850	2490	1
1748	850	878	1
1749	850	454	1
1750	850	1218	1
1751	850	1319	1
1752	850	432	1
1753	850	272	1
1754	850	1924	1
1755	850	2594	1
1756	850	1166	1
1757	850	891	1
1758	850	314	1
1759	850	73	1
1760	850	1522	1
1761	2134	163	1
1762	912	878	1
1763	912	1522	1
1764	912	2677	1
1765	2668	878	1
1766	2668	1924	1
1767	137	1881	1
1768	137	1781	1
1769	137	878	1
1770	137	432	1
1771	137	272	1
1772	137	1924	1
1773	137	610	1
1774	137	73	1
1775	137	1522	1
1776	1128	656	1
1777	1128	878	1
1778	1128	2135	1
1779	1128	27	1
1780	1128	373	1
1781	229	2189	1
1782	229	463	1
1783	229	2544	1
1784	229	1319	1
1785	229	1166	1
1786	2344	1743	1
1787	1329	2379	1
1788	1544	1522	1
1789	1256	1418	1
1790	1256	354	1
1791	1264	1320	1
1792	1910	1743	1
1793	1910	144	1
1794	1967	2490	1
1795	1592	2205	1
1796	1592	73	1
1797	723	1738	1
1798	1271	860	1
1799	2024	1970	1
1800	2024	485	1
1801	2024	1781	1
1802	2024	1337	1
1803	2024	1522	1
1804	2694	1781	1
1805	2702	2205	1
1806	2702	2490	1
1807	2702	878	1
1808	2702	1738	1
1809	2702	1522	1
1810	978	1685	1
1811	1816	2379	1
1812	1816	144	1
1813	1823	1924	1
1814	2481	1330	1
1815	481	414	1
1816	2617	878	1
1817	1827	73	1
1818	1398	463	1
1819	1398	1522	1
1820	1398	2677	1
1821	1398	869	1
1822	461	463	1
1823	461	869	1
1824	2129	860	1
1825	2112	878	1
1826	2112	272	1
1827	2112	1924	1
1828	186	463	1
1829	186	1522	1
1830	186	869	1
1831	1945	1275	1
1832	1945	1157	1
1833	55	2189	1
1834	55	463	1
1835	55	878	1
1836	55	1319	1
1837	55	1166	1
1838	1400	2140	1
1839	1400	1522	1
1840	814	144	1
1841	1849	194	1
1842	1446	1319	1
1843	1446	2367	1
1844	1446	610	1
1845	1446	1166	1
1846	1446	314	1
1847	1446	1522	1
1848	1799	555	1
1849	1799	370	1
1850	1799	2490	1
1851	1799	414	1
1852	1799	2170	1
1853	1799	621	1
1854	693	252	1
1855	696	1324	1
1856	670	1522	1
1857	726	1035	1
1858	726	2677	1
1859	12	153	1
1860	2538	80	1
1861	1774	1881	1
1862	1774	463	1
1863	1774	1078	1
1864	1774	878	1
1865	1774	272	1
1866	1774	1924	1
1867	1774	2498	1
1868	1774	2367	1
1869	1774	2594	1
1870	1774	1166	1
1871	1774	2677	1
1872	1774	1068	1
1873	1875	1078	1
1874	1875	1078	1
1875	1875	1078	1
1876	1875	1078	1
1877	1875	2490	1
1878	324	209	1
1879	324	878	1
1880	198	1035	1
1881	198	878	1
1882	2010	1285	1
1883	2010	656	1
1884	2010	2135	1
1885	2437	2018	1
1886	2437	2677	1
1887	123	1522	1
1888	1804	2140	1
1889	1804	1522	1
1890	2516	2490	1
1891	219	1522	1
1892	2224	878	1
1893	2224	1218	1
1894	2085	2490	1
1895	1586	2334	1
1896	793	878	1
1897	2571	341	1
1898	2571	1618	1
1899	1192	1781	1
1900	1147	314	1
1901	1147	2693	1
1902	1147	1881	1
1903	1147	809	1
1904	1147	2221	1
1905	1147	1924	1
1906	1147	610	1
1907	1147	1763	1
1908	1147	621	1
1909	1147	30	1
1910	630	463	1
1911	1911	2427	1
1912	1911	590	1
1913	1081	2427	1
1914	1081	878	1
1915	1081	327	1
1916	1386	1062	1
1917	1386	983	1
1918	1386	144	1
1919	54	463	1
1920	54	878	1
1921	54	1522	1
1922	54	869	1
1923	601	1522	1
1924	2657	1743	1
1925	2657	144	1
1926	2545	80	1
1927	1722	2490	1
1928	1121	1625	1
1929	995	2490	1
1930	97	1727	1
1931	1637	264	1
1932	1637	2489	1
1933	1637	1892	1
1934	346	2226	1
1935	1462	878	1
1936	1462	2677	1
1937	1462	1522	1
1938	281	2119	1
1939	281	2079	1
1940	281	2740	1
1941	281	1148	1
1942	281	298	1
1943	281	1262	1
1944	1178	1743	1
1945	1178	80	1
1946	1789	314	1
1947	1789	2189	1
1948	1789	1970	1
1949	1789	485	1
1950	1789	1218	1
1951	1789	1319	1
1952	1789	432	1
1953	1789	1166	1
1954	1789	1924	1
1955	1789	73	1
1956	1097	497	1
1957	1097	2226	1
1958	1097	80	1
1959	1097	1091	1
1960	1042	1569	1
1961	1042	334	1
1962	1561	163	1
1963	1561	1157	1
1964	1614	1970	1
1965	1614	485	1
1966	1614	887	1
1967	1614	1522	1
1968	1614	73	1
1969	534	2490	1
1970	2265	463	1
1971	2265	2677	1
1972	2265	1522	1
1973	2265	869	1
1974	913	2490	1
1975	913	2266	1
1976	913	1522	1
1977	1222	2544	1
1978	1793	878	1
1979	1793	1924	1
1980	1793	2677	1
1981	1296	1811	1
1982	1296	469	1
1983	1296	2333	1
1984	1296	731	1
1985	1296	1522	1
1986	166	2427	1
1987	166	590	1
1988	1	2427	1
1989	1	590	1
1990	1557	2677	1
1991	1557	1157	1
1992	2551	463	1
1993	2551	1157	1
1994	1829	1881	1
1995	1829	463	1
1996	1829	1078	1
1997	1829	163	1
1998	1829	878	1
1999	1829	272	1
2000	1829	1924	1
2001	1829	2498	1
2002	1829	2594	1
2003	1829	2136	1
2004	1829	1157	1
2005	1829	2677	1
2006	1829	1068	1
2007	1829	869	1
2008	2447	1218	1
2009	2447	1743	1
2010	2447	144	1
2011	230	1970	1
2012	230	485	1
2013	230	1580	1
2014	230	500	1
2015	230	2427	1
2016	230	1355	1
2017	230	272	1
2018	230	1924	1
2019	230	2498	1
2020	1014	2490	1
2021	2662	1100	1
2022	1541	1035	1
2023	598	2205	1
2024	598	2490	1
2025	598	432	1
2026	598	1522	1
2027	598	2677	1
2028	560	1275	1
2029	668	370	1
2030	668	1280	1
2031	668	2740	1
2032	668	1285	1
2033	668	1142	1
2034	668	2427	1
2035	668	2490	1
2036	668	2700	1
2037	668	341	1
2038	668	1053	1
2039	668	1564	1
2040	668	867	1
2041	668	1444	1
2042	565	1743	1
2043	782	246	1
2044	2732	2594	1
2045	1874	2490	1
2046	1338	1522	1
2047	2434	1522	1
2048	2092	1569	1
2049	2092	2102	1
2050	2092	2229	1
2051	2092	334	1
2052	224	153	1
2053	224	335	1
2054	224	1062	1
2055	224	2544	1
2056	2532	389	1
2057	2532	389	1
2058	2532	735	1
2059	2532	634	1
2060	2532	2427	1
2061	2532	2490	1
2062	2532	2700	1
2063	243	546	1
2064	2403	2205	1
2065	756	2427	1
2066	756	878	1
2067	756	590	1
2068	2584	1629	1
2069	2242	163	1
2070	917	1881	1
2071	917	2490	1
2072	917	878	1
2073	917	272	1
2074	917	1924	1
2075	917	869	1
2076	917	2498	1
2077	917	2594	1
2078	917	1157	1
2079	917	1068	1
2080	2629	1881	1
2081	2629	1287	1
2082	2629	2490	1
2083	2629	878	1
2084	2629	272	1
2085	2629	1924	1
2086	2629	869	1
2087	2629	2498	1
2088	2629	2594	1
2089	2629	1157	1
2090	2629	2677	1
2091	2256	2544	1
2092	2256	1522	1
2093	1208	1522	1
2094	1150	153	1
2095	1150	153	1
2096	1150	153	1
2097	1150	453	1
2098	1150	860	1
2099	1150	570	1
2100	1150	570	1
2101	1150	1079	1
2102	538	2427	1
2103	538	590	1
2104	179	2079	1
2105	179	1056	1
2106	179	2740	1
2107	179	1148	1
2108	179	1142	1
2109	179	298	1
2110	179	1667	1
2111	179	2073	1
2112	179	1744	1
2113	179	2042	1
2114	179	963	1
2115	179	206	1
2116	1130	1278	1
2117	455	1278	1
2118	930	878	1
2119	1598	1522	1
2120	112	2490	1
2121	413	835	1
2122	413	1736	1
2123	413	1079	1
2124	2708	1035	1
2125	2708	2693	1
2126	2708	2189	1
2127	830	131	1
2128	1987	2456	1
2129	2251	144	1
2130	2185	2544	1
2131	852	878	1
2132	592	1736	1
2133	2046	144	1
2134	2512	1743	1
2135	2512	144	1
2136	205	1218	1
2137	2698	272	1
2138	2698	1924	1
2139	2698	2498	1
2140	2698	1157	1
2141	2698	2677	1
2142	6	2682	1
2143	870	163	1
2144	870	2229	1
2145	1809	1970	1
2146	1809	485	1
2147	1809	2544	1
2148	1809	73	1
2149	1306	217	1
2150	1353	860	1
2151	1353	2682	1
2152	2554	1607	1
2153	2554	1878	1
2154	2523	1924	1
2155	509	2673	1
2156	509	1522	1
2157	509	2677	1
2158	1487	2544	1
2159	937	370	1
2160	937	1056	1
2161	937	2740	1
2162	937	1517	1
2163	937	1142	1
2164	937	1078	1
2165	937	2632	1
2166	1023	878	1
2167	164	463	1
2168	580	463	1
2169	1749	1522	1
2170	1384	73	1
2171	1384	1522	1
2172	1050	1881	1
2173	1050	2544	1
2174	575	925	1
2175	1585	1396	1
2176	1585	272	1
2177	1585	1924	1
2178	1585	2498	1
2179	1585	1157	1
2180	1585	1068	1
2181	905	469	1
2182	1524	2490	1
2183	1524	432	1
2184	1524	1522	1
2185	1185	2427	1
2186	1185	878	1
2187	1185	1355	1
2188	1185	1522	1
2189	1672	1330	1
2190	1672	1833	1
2191	1672	1522	1
2192	780	1319	1
2193	780	432	1
2194	780	162	1
2195	2025	2456	1
2196	2487	2490	1
2197	758	2205	1
2198	959	1396	1
2199	959	2677	1
2200	1412	2544	1
2201	2420	1711	1
2202	489	144	1
2203	1160	860	1
2204	1133	860	1
2205	1133	2490	1
2206	1133	1078	1
2207	1133	2544	1
2208	1133	2632	1
2209	1133	844	1
2210	99	1781	1
2211	99	878	1
2212	99	1522	1
2213	1120	878	1
2214	1120	454	1
2215	1120	2144	1
2216	1661	832	1
2217	1479	570	1
2218	2684	2205	1
2219	2684	2485	1
2220	2684	384	1
2221	2684	1172	1
2222	2684	2490	1
2223	2684	432	1
2224	2684	684	1
2225	2684	145	1
2226	1584	2677	1
2227	967	1743	1
2228	593	2334	1
2229	593	2677	1
2230	593	144	1
2231	1989	1745	1
2232	1989	1738	1
2233	1989	643	1
2234	1989	1069	1
2235	1989	1863	1
2236	1989	686	1
2237	1989	436	1
2238	368	1745	1
2239	368	163	1
2240	368	2427	1
2241	368	1078	1
2242	368	15	1
2243	368	2632	1
2244	1350	1745	1
2245	1350	19	1
2246	2389	1745	1
2247	2389	1435	1
2248	2389	878	1
2249	2389	2456	1
2250	2389	2071	1
2251	1969	1743	1
2252	38	80	1
2253	38	828	1
2254	430	595	1
2255	430	299	1
2256	2289	144	1
2257	2550	2544	1
2258	2550	2456	1
2259	340	1275	1
2260	1345	2333	1
2261	2496	1743	1
2262	2496	144	1
2263	1439	1275	1
2264	1439	73	1
2265	204	1881	1
2266	204	878	1
2267	204	73	1
2268	204	1522	1
2269	885	1078	1
2270	885	2632	1
2271	2492	1522	1
2272	1197	1881	1
2273	1197	2490	1
2274	1197	878	1
2275	1197	272	1
2276	1197	1924	1
2277	1197	1522	1
2278	1197	2677	1
2279	1596	473	1
2280	2402	1319	1
2281	2624	2427	1
2282	2624	2490	1
2283	2624	1355	1
2284	2624	590	1
2285	2329	860	1
2286	2329	695	1
2287	2528	2205	1
2288	1868	1743	1
2289	687	878	1
2290	687	2456	1
2291	37	1218	1
2292	415	2079	1
2293	415	1148	1
2294	415	2544	1
2295	415	1522	1
2296	415	2677	1
2297	1794	209	1
2298	1092	2677	1
2299	77	1711	1
2300	77	1522	1
2301	1798	1881	1
2302	1798	878	1
2303	202	731	1
2304	1993	2490	1
2305	1993	878	1
2306	1976	2490	1
2307	2565	2544	1
2308	1957	2427	1
2309	1957	2490	1
2310	1957	1355	1
2311	1957	327	1
2312	516	2544	1
2313	765	1218	1
2314	765	867	1
2315	765	1444	1
2316	571	1522	1
2317	2451	1157	1
2318	1089	1629	1
2319	1619	2205	1
2320	1619	144	1
2321	1525	878	1
2322	480	1743	1
2323	2059	2544	1
2324	1040	2544	1
2325	1040	1522	1
2326	2259	1833	1
2327	2667	2490	1
2328	1503	1743	1
2329	2471	2436	1
2330	2471	1258	1
2331	184	2490	1
2332	187	2490	1
2333	187	1522	1
2334	33	2490	1
2335	33	144	1
2336	176	1839	1
2337	176	1850	1
2338	176	2490	1
2339	176	878	1
2340	176	1166	1
2341	176	2337	1
2342	176	1607	1
2343	176	1522	1
2344	2727	163	1
2345	396	2490	1
2346	396	1743	1
2347	2182	1396	1
2348	2182	1743	1
2349	2182	144	1
2350	2457	144	1
2351	1723	2490	1
2352	2738	2544	1
2353	1452	1522	1
2354	1301	2292	1
2355	183	2490	1
2356	1537	2490	1
2357	226	878	1
2358	48	163	1
2359	48	860	1
2360	1365	163	1
2361	934	2490	1
2362	719	860	1
2363	719	695	1
2364	2231	1580	1
2365	69	222	1
2366	69	80	1
2367	253	2490	1
2368	2445	2427	1
2369	2445	1355	1
2370	2445	144	1
2371	1966	1743	1
2372	1966	144	1
2373	2216	2544	1
2374	2216	878	1
2375	2465	1833	1
2376	2454	878	1
2377	2454	1738	1
2378	1869	2518	1
2379	1381	878	1
2380	1381	1157	1
2381	1381	2677	1
2382	2295	80	1
2383	160	2427	1
2384	160	1355	1
2385	160	2677	1
2386	760	27	1
2387	760	1091	1
2388	856	878	1
2389	856	1522	1
2390	1461	1924	1
2391	1461	1522	1
2392	1461	2677	1
2393	1155	272	1
2394	1155	1924	1
2395	1155	80	1
2396	1155	1157	1
2397	1155	1522	1
2398	1155	2677	1
2399	1582	809	1
2400	1582	163	1
2401	1582	1078	1
2402	1582	1078	1
2403	1582	1078	1
2404	1582	1078	1
2405	1582	2632	1
2406	1582	1727	1
2407	1582	2221	1
2408	1582	80	1
2409	1582	1522	1
2410	2004	809	1
2411	2004	163	1
2412	2004	1078	1
2413	2004	1078	1
2414	2004	1078	1
2415	2004	1078	1
2416	2004	2632	1
2417	2004	2221	1
2418	2004	80	1
2419	2004	1540	1
2420	2004	1522	1
2421	2004	19	1
2422	713	2544	1
2423	768	2205	1
2424	768	1396	1
2425	768	2490	1
2426	768	1522	1
2427	2561	2490	1
2428	1265	878	1
2429	617	163	1
2430	429	878	1
2431	2322	878	1
2432	358	2490	1
2433	358	80	1
2434	676	2468	1
2435	676	879	1
2436	1568	1924	1
2437	1302	414	1
2438	1292	1743	1
2439	1292	144	1
2440	2047	878	1
2441	2047	2052	1
2442	1252	1569	1
2443	1252	334	1
2444	1471	700	1
2445	2568	272	1
2446	2568	1924	1
2447	2568	2498	1
2448	2568	1157	1
2449	2568	144	1
2450	2691	2128	1
2451	1995	1522	1
2452	1475	1522	1
2453	1475	2677	1
2454	196	2544	1
2455	1982	1522	1
2456	1238	1051	1
2457	1238	1745	1
2458	1238	1738	1
2459	2501	860	1
2460	2501	2367	1
2461	1566	1142	1
2462	1566	1395	1
2463	465	1522	1
2464	577	2488	1
2465	577	2422	1
2466	2246	2292	1
2467	2246	1435	1
2468	2246	2164	1
2469	2246	1078	1
2470	2246	878	1
2471	2246	2456	1
2472	2246	2673	1
2473	2246	1522	1
2474	2246	2030	1
2475	2246	1888	1
2476	2246	2581	1
2477	2246	2071	1
2478	1747	1738	1
2479	1747	1833	1
2480	1747	80	1
2481	1747	1522	1
2482	1933	2693	1
2483	1933	1970	1
2484	1933	485	1
2485	1570	2490	1
2486	1570	2456	1
2487	1570	432	1
2488	1570	1522	1
2489	1570	2677	1
2490	365	555	1
2491	1376	667	1
2492	1376	1278	1
2493	1376	2740	1
2494	1376	469	1
2495	1376	2333	1
2496	367	1157	1
2497	2728	878	1
2498	2728	2503	1
2499	1589	370	1
2500	1589	2541	1
2501	1589	2456	1
2502	1589	414	1
2503	1589	1053	1
2504	874	1569	1
2505	874	80	1
2506	874	334	1
2507	2317	1078	1
2508	2317	2632	1
2509	2210	1905	1
2510	1041	2189	1
2511	1041	463	1
2512	1041	2490	1
2513	1041	1319	1
2514	1041	1166	1
2515	2239	1781	1
2516	2156	1522	1
2517	2204	1522	1
2518	1681	1522	1
2519	279	1035	1
2520	279	2189	1
2521	279	463	1
2522	279	2164	1
2523	279	2490	1
2524	279	1685	1
2525	279	272	1
2526	279	869	1
2527	279	1607	1
2528	279	290	1
2529	279	2594	1
2530	279	19	1
2531	279	30	1
2532	1454	463	1
2533	1454	2490	1
2534	1454	878	1
2535	1454	1685	1
2536	1454	272	1
2537	1778	2677	1
2538	2699	335	1
2539	2699	2490	1
2540	2699	1522	1
2541	1229	2544	1
2542	792	2544	1
2543	792	2544	1
2544	1481	2490	1
2545	803	2456	1
2546	2120	2427	1
2547	2120	1355	1
2548	2120	327	1
2549	1594	878	1
2550	627	1218	1
2551	90	2427	1
2552	90	590	1
2553	820	1685	1
2554	820	1924	1
2555	820	290	1
2556	858	1924	1
2557	2696	2544	1
2558	2707	2367	1
2559	2307	1881	1
2560	2247	1342	1
2561	2247	1924	1
2562	2247	1522	1
2563	2247	2677	1
2564	2247	73	1
2565	1034	217	1
2566	2302	806	1
2567	2549	2490	1
2568	1961	1522	1
2569	532	144	1
2570	169	878	1
2571	169	73	1
2572	218	1218	1
2573	1009	1738	1
2574	1009	1522	1
2575	2557	878	1
2576	95	1522	1
2577	1518	2490	1
2578	2019	1218	1
2579	1442	1035	1
2580	1442	1743	1
2581	423	333	1
2582	1254	1924	1
2583	1254	621	1
2584	732	73	1
2585	42	2544	1
2586	1206	1035	1
2587	287	1522	1
2588	84	1743	1
2589	84	144	1
2590	658	2490	1
2591	2306	1924	1
2592	2306	2724	1
2593	2306	2594	1
2594	2306	1068	1
2595	938	453	1
2596	938	2422	1
2597	938	2488	1
2598	886	2490	1
2599	1527	2189	1
2600	1527	463	1
2601	1527	878	1
2602	1527	1685	1
2603	1527	272	1
2604	1527	1607	1
2605	1718	153	1
2606	1758	2490	1
2607	1217	2456	1
2608	1432	453	1
2609	2536	878	1
2610	582	1285	1
2611	582	656	1
2612	582	2427	1
2613	582	878	1
2614	582	1355	1
2615	582	590	1
2616	545	2456	1
2617	1583	1738	1
2618	1783	209	1
2619	1783	2456	1
2620	2113	1218	1
2621	1059	314	1
2622	1059	2189	1
2623	1059	485	1
2624	1059	463	1
2625	1059	891	1
2626	1059	1218	1
2627	1059	1319	1
2628	1059	432	1
2629	1059	1166	1
2630	1059	272	1
2631	1059	1924	1
2632	1059	2594	1
2633	1059	1522	1
2634	1059	73	1
2635	385	163	1
2636	603	1522	1
2637	2325	1522	1
2638	791	1522	1
2639	382	2490	1
2640	382	1738	1
2641	1228	1522	1
2642	2611	1743	1
2643	815	684	1
2644	815	2030	1
2645	301	878	1
2646	2388	700	1
2647	1177	2427	1
2648	1177	1608	1
2649	2055	2544	1
2650	1720	335	1
2651	1720	1743	1
2652	1436	1035	1
2653	1436	2189	1
2654	1436	463	1
2655	1436	2164	1
2656	1436	1685	1
2657	1436	272	1
2658	1436	869	1
2659	1436	1607	1
2660	1436	290	1
2661	1436	2594	1
2662	1436	19	1
2663	1436	30	1
2664	1802	1522	1
2665	1693	828	1
2666	1494	1330	1
2667	1011	1330	1
2668	2619	80	1
2669	1476	1924	1
2670	2352	878	1
2671	600	1970	1
2672	600	485	1
2673	124	1522	1
2674	1002	463	1
2675	1064	828	1
2676	2695	1319	1
2677	2695	1166	1
2678	1387	1738	1
2679	1915	1079	1
2680	550	1743	1
2681	654	432	1
2682	2211	282	1
2683	2260	860	1
2684	973	272	1
2685	973	2594	1
2686	973	2677	1
2687	973	2136	1
2688	973	1068	1
2689	973	1924	1
2690	973	2205	1
2691	973	878	1
2692	973	1881	1
2693	1020	2427	1
2694	1020	327	1
2695	326	163	1
2696	979	1564	1
2697	979	2700	1
2698	979	2490	1
2699	2236	590	1
2700	2236	2427	1
2701	2041	80	1
2702	2678	1736	1
2703	2678	1792	1
2704	2678	1166	1
2705	2678	878	1
2706	1641	1522	1
2707	267	2677	1
2708	1545	272	1
2709	1545	1685	1
2710	1545	463	1
2711	1545	2490	1
2712	1545	2189	1
2713	1545	1607	1
2714	1243	73	1
2715	1243	1522	1
2716	2235	1078	1
2717	2235	541	1
2718	2235	2541	1
2719	2235	1053	1
2720	2235	2467	1
2721	2235	2391	1
2722	2235	414	1
2723	2235	370	1
2724	247	286	1
2725	313	878	1
2726	2384	185	1
2727	420	73	1
2728	2513	2427	1
2729	2513	327	1
2730	1198	2456	1
2731	1485	2677	1
2732	734	1522	1
2733	2735	2677	1
2734	956	981	1
2735	1433	2490	1
2736	553	1924	1
2737	1611	2253	1
2738	1611	1078	1
2739	1611	2632	1
2740	1168	2456	1
2741	1769	1522	1
2742	838	1079	1
2743	1581	1522	1
2744	822	2427	1
2745	822	327	1
2746	822	73	1
2747	822	1355	1
2748	1163	1522	1
2749	1163	1330	1
2750	2177	1743	1
2751	452	1924	1
2752	609	163	1
2753	609	2427	1
2754	2676	2677	1
2755	2676	2205	1
2756	2676	2490	1
2757	1012	163	1
2758	1670	272	1
2759	1670	2102	1
2760	1670	869	1
2761	1670	1924	1
2762	2243	2631	1
2763	530	1743	1
2764	530	144	1
2765	451	2490	1
2766	1158	1924	1
2767	911	2677	1
2768	911	2490	1
2769	911	878	1
2770	1267	1522	1
2771	2722	80	1
2772	1259	2367	1
2773	2088	621	1
2774	1599	2427	1
2775	1599	1355	1
2776	1886	1522	1
2777	663	505	1
2778	710	1743	1
2779	710	634	1
2780	2048	2687	1
2781	2048	634	1
2782	569	1522	1
2783	569	1738	1
2784	724	2677	1
2785	1699	2544	1
2786	1075	1522	1
2787	2217	1878	1
2788	1234	2677	1
2789	425	2677	1
2790	425	1522	1
2791	425	73	1
2792	494	1629	1
2793	679	80	1
2794	679	327	1
2795	679	2427	1
2796	633	432	1
2797	633	384	1
2798	633	1522	1
2799	633	2490	1
2800	51	669	1
2801	1045	1522	1
2802	156	1522	1
2803	682	860	1
2804	1788	144	1
