	protein_sequence1	protein_sequence2	interaction
1439	728	692	1
1440	1447	1883	1
1441	1447	2582	1
1442	1447	2297	1
1443	1502	2280	1
1444	1066	1282	1
1445	1066	290	1
1446	1066	2288	1
1447	1066	1444	1
1448	1066	323	1
1449	1066	2706	1
1450	1066	1459	1
1451	1066	487	1
1452	1066	2288	1
1453	1066	2288	1
1454	1066	323	1
1455	1066	1684	1
1456	1066	1684	1
1457	1066	1684	1
1458	1066	737	1
1459	1066	737	1
1460	1066	737	1
1461	1066	1883	1
1462	1066	2021	1
1463	2342	2034	1
1464	1922	1134	1
1465	1922	1975	1
1466	1922	377	1
1467	1922	800	1
1468	1922	84	1
1469	1922	1710	1
1470	1922	2196	1
1471	1922	2280	1
1472	1922	2211	1
1473	1922	485	1
1474	1922	530	1
1475	2019	1883	1
1476	2019	1975	1
1477	2019	377	1
1478	2019	692	1
1479	2019	1	1
1480	1402	2280	1
1481	713	1653	1
1482	713	2280	1
1483	311	970	1
1484	311	144	1
1485	311	422	1
1486	311	2034	1
1487	311	377	1
1488	1575	377	1
1489	2167	2034	1
1490	520	2249	1
1491	520	187	1
1492	520	1419	1
1493	520	2280	1
1494	1772	1653	1
1495	1772	2211	1
1496	1521	1653	1
1497	532	2327	1
1498	532	908	1
1499	532	2211	1
1500	532	1563	1
1501	1223	1883	1
1502	1223	1975	1
1503	1223	377	1
1504	1223	692	1
1505	1223	84	1
1506	1223	2280	1
1507	1223	1757	1
1508	1223	1	1
1509	1598	2280	1
1510	1598	2211	1
1511	1311	1653	1
1512	1311	2331	1
1513	1311	2211	1
1514	961	970	1
1515	961	2327	1
1516	961	908	1
1517	961	1653	1
1518	961	1975	1
1519	961	377	1
1520	961	800	1
1521	961	1957	1
1522	961	824	1
1523	961	84	1
1524	961	2280	1
1525	961	2211	1
1526	467	1653	1
1527	467	2211	1
1528	1355	1653	1
1529	1355	1975	1
1530	1355	401	1
1531	1355	2211	1
1532	1355	1563	1
1533	2313	2331	1
1534	588	2331	1
1535	588	377	1
1536	588	2280	1
1537	2360	2331	1
1538	2397	2211	1
1539	2266	1975	1
1540	2266	2196	1
1541	2469	949	1
1542	2408	1653	1
1543	2408	2211	1
1544	2408	1563	1
1545	807	2034	1
1546	2328	2280	1
1547	731	1653	1
1548	731	2331	1
1549	731	1975	1
1550	731	2211	1
1551	731	2280	1
1552	2422	1883	1
1553	2422	1830	1
1554	2422	2280	1
1555	1703	970	1
1556	1703	1653	1
1557	1703	2589	1
1558	1703	693	1
1559	1703	800	1
1560	1703	84	1
1561	97	1653	1
1562	97	2280	1
1563	97	1563	1
1564	1326	1653	1
1565	1326	2331	1
1566	1326	1572	1
1567	1326	2280	1
1568	1326	2211	1
1569	2324	171	1
1570	2324	970	1
1571	2324	1653	1
1572	2324	2331	1
1573	2324	693	1
1574	2324	1975	1
1575	2324	377	1
1576	2324	124	1
1577	2324	692	1
1578	2324	824	1
1579	2324	84	1
1580	2324	1710	1
1581	2324	1787	1
1582	2324	26	1
1583	2324	401	1
1584	2324	1981	1
1585	2324	2453	1
1586	2324	503	1
1587	698	171	1
1588	698	1653	1
1589	698	2034	1
1590	698	2331	1
1591	698	1975	1
1592	698	692	1
1593	698	1787	1
1594	698	2211	1
1595	698	416	1
1596	1254	949	1
1597	2215	2034	1
1598	2215	2331	1
1599	2215	949	1
1600	1162	970	1
1601	1162	1653	1
1602	1162	1822	1
1603	1162	1883	1
1604	1162	2331	1
1605	1162	800	1
1606	1162	84	1
1607	1162	2211	1
1608	1162	2453	1
1609	1162	1563	1
1610	1162	2280	1
1611	763	2211	1
1612	660	1653	1
1613	660	1975	1
1614	660	377	1
1615	660	1563	1
1616	777	2331	1
1617	777	2211	1
1618	2609	1653	1
1619	2609	2280	1
1620	2609	1563	1
1621	2676	2280	1
1622	1483	1653	1
1623	1483	1981	1
1624	1483	1563	1
1625	2579	377	1
1626	891	2034	1
1627	92	780	1
1628	92	1710	1
1629	92	2107	1
1630	92	244	1
1631	92	394	1
1632	92	1119	1
1633	92	1407	1
1634	92	2281	1
1635	2116	377	1
1636	618	1653	1
1637	618	1563	1
1638	2465	1653	1
1639	2465	2280	1
1640	2465	2211	1
1641	2465	1563	1
1642	280	1653	1
1643	2309	1653	1
1644	2309	2331	1
1645	2309	1563	1
1646	319	1653	1
1647	319	2211	1
1648	319	1563	1
1649	2554	1653	1
1650	2554	2280	1
1651	2554	2211	1
1652	2554	1563	1
1653	428	1653	1
1654	428	780	1
1655	428	2394	1
1656	428	377	1
1657	428	619	1
1658	428	677	1
1659	1391	2331	1
1660	1551	2108	1
1661	115	709	1
1662	115	1883	1
1663	115	1830	1
1664	115	2394	1
1665	115	1372	1
1666	115	824	1
1667	182	2154	1
1668	772	937	1
1669	1693	1883	1
1670	1693	1975	1
1671	1693	377	1
1672	1693	692	1
1673	1693	84	1
1674	1693	2280	1
1675	1693	2453	1
1676	1693	1	1
1677	1963	1304	1
1678	1963	2331	1
1679	1517	1282	1
1680	1517	290	1
1681	1517	2706	1
1682	1517	737	1
1683	1517	737	1
1684	1517	737	1
1685	1517	780	1
1686	1517	1883	1
1687	1517	135	1
1688	1517	1710	1
1689	1517	1470	1
1690	647	1787	1
1691	647	1823	1
1692	647	1351	1
1693	647	1294	1
1694	435	1563	1
1695	2128	1435	1
1696	2128	1407	1
1697	2128	2280	1
1698	2128	2107	1
1699	2128	244	1
1700	2128	1119	1
1701	2128	394	1
1702	2585	1563	1
1703	1966	377	1
1704	159	2034	1
1705	159	2331	1
1706	159	2196	1
1707	159	2280	1
1708	1468	780	1
1709	2336	970	1
1710	2336	1653	1
1711	2336	2589	1
1712	2336	693	1
1713	2336	800	1
1714	2336	84	1
1715	1540	2034	1
1716	1033	393	1
1717	1033	780	1
1718	1033	328	1
1719	1033	1622	1
1720	1033	377	1
1721	1033	2177	1
1722	1033	436	1
1723	2445	708	1
1724	2445	1017	1
1725	2445	1811	1
1726	2445	1025	1
1727	2445	2280	1
1728	1006	1134	1
1729	1006	1653	1
1730	1006	1818	1
1731	1006	2034	1
1732	1006	1975	1
1733	1006	377	1
1734	1006	800	1
1735	1006	84	1
1736	1006	2196	1
1737	1006	2280	1
1738	1006	1563	1
1739	1799	2331	1
1740	1799	1294	1
1741	1126	471	1
1742	463	171	1
1743	463	2327	1
1744	463	908	1
1745	463	1653	1
1746	463	1883	1
1747	463	2034	1
1748	463	2331	1
1749	463	1389	1
1750	463	1036	1
1751	463	693	1
1752	463	1114	1
1753	463	1975	1
1754	463	377	1
1755	463	84	1
1756	463	26	1
1757	463	401	1
1758	463	1097	1
1759	463	1757	1
1760	463	2280	1
1761	2568	780	1
1762	935	2331	1
1763	935	2280	1
1764	935	2211	1
1765	1403	2331	1
1766	1403	377	1
1767	2492	1134	1
1768	2492	683	1
1769	2492	2331	1
1770	2492	1114	1
1771	2492	1975	1
1772	2492	377	1
1773	2492	124	1
1774	2492	1757	1
1775	2492	2280	1
1776	506	1660	1
1777	506	2331	1
1778	506	2560	1
1779	506	1294	1
1780	506	1737	1
1781	1656	171	1
1782	1656	1653	1
1783	1656	2249	1
1784	1656	693	1
1785	1656	26	1
1786	1003	328	1
1787	944	1429	1
1788	1633	2280	1
1789	2089	706	1
1790	2089	2113	1
1791	1875	2706	1
1792	1734	328	1
1793	1734	471	1
1794	1080	2034	1
1795	2219	144	1
1796	2219	1757	1
1797	40	1435	1
1798	1913	2134	1
1799	1361	2327	1
1800	1361	908	1
1801	1361	683	1
1802	1361	1595	1
1803	1361	2280	1
1804	303	683	1
1805	711	144	1
1806	711	2034	1
1807	711	2331	1
1808	711	1435	1
1809	711	2280	1
1810	1840	1787	1
1811	1069	1429	1
1812	1069	471	1
1813	2515	377	1
1814	45	1213	1
1815	2011	1157	1
1816	188	2331	1
1817	1255	1757	1
1818	1676	1653	1
1819	1676	2280	1
1820	1676	2211	1
1821	1676	1563	1
1822	2136	1653	1
1823	2136	1563	1
1824	515	2134	1
1825	2087	2331	1
1826	2087	1975	1
1827	2087	377	1
1828	740	1653	1
1829	740	2280	1
1830	740	1563	1
1831	1530	750	1
1832	1530	2196	1
1833	864	171	1
1834	864	1653	1
1835	864	2331	1
1836	864	693	1
1837	864	26	1
1838	1991	702	1
1839	1991	2280	1
1840	1040	471	1
1841	412	2227	1
1842	582	693	1
1843	582	917	1
1844	582	124	1
1845	582	26	1
1846	582	1097	1
1847	582	2280	1
1848	37	2669	1
1849	37	610	1
1850	37	2034	1
1851	37	1157	1
1852	37	546	1
1853	37	1506	1
1854	1560	1624	1
1855	2294	1421	1
1856	2558	2280	1
1857	1911	503	1
1858	1911	2211	1
1859	2547	1576	1
1860	1889	1710	1
1861	689	1134	1
1862	689	1653	1
1863	689	2281	1
1864	689	2331	1
1865	689	1975	1
1866	689	377	1
1867	689	800	1
1868	689	917	1
1869	689	84	1
1870	689	26	1
1871	689	2211	1
1872	689	485	1
1873	1800	2281	1
1874	1800	2281	1
1875	1800	2281	1
1876	1800	2281	1
1877	1800	2034	1
1878	2472	1153	1
1879	2472	2331	1
1880	103	503	1
1881	103	2331	1
1882	308	708	1
1883	308	1660	1
1884	308	2560	1
1885	1316	210	1
1886	1316	2211	1
1887	674	2280	1
1888	2186	702	1
1889	2186	2280	1
1890	1288	2034	1
1891	368	2280	1
1892	378	2331	1
1893	378	1036	1
1894	2498	2034	1
1895	1768	737	1
1896	753	2331	1
1897	1999	1419	1
1898	1999	2163	1
1899	1191	683	1
1900	1237	1097	1
1901	1237	513	1
1902	1237	1134	1
1903	1237	1735	1
1904	1237	818	1
1905	1237	377	1
1906	1237	124	1
1907	1237	1281	1
1908	1237	1506	1
1909	1237	2453	1
1910	868	1653	1
1911	1882	1883	1
1912	1882	2297	1
1913	345	1883	1
1914	345	2331	1
1915	345	1	1
1916	34	393	1
1917	34	2277	1
1918	34	471	1
1919	819	1653	1
1920	819	2331	1
1921	819	2280	1
1922	819	1563	1
1923	1658	2280	1
1924	2228	328	1
1925	2228	471	1
1926	1923	1710	1
1927	2583	2034	1
1928	560	517	1
1929	2365	2034	1
1930	2711	844	1
1931	397	832	1
1932	397	2406	1
1933	397	1716	1
1934	95	1263	1
1935	155	2331	1
1936	155	2211	1
1937	155	2280	1
1938	4	2333	1
1939	4	1335	1
1940	4	1909	1
1941	4	551	1
1942	4	2329	1
1943	4	1510	1
1944	52	328	1
1945	52	1710	1
1946	1231	1097	1
1947	1231	171	1
1948	1231	2327	1
1949	1231	908	1
1950	1231	1036	1
1951	1231	693	1
1952	1231	1114	1
1953	1231	26	1
1954	1231	377	1
1955	1231	1757	1
1956	1952	882	1
1957	1952	1263	1
1958	1952	1710	1
1959	1952	1373	1
1960	2221	1622	1
1961	2221	438	1
1962	793	780	1
1963	793	2196	1
1964	1522	2327	1
1965	1522	908	1
1966	1522	1151	1
1967	1522	2280	1
1968	1522	1757	1
1969	2435	2034	1
1970	1765	1653	1
1971	1765	2211	1
1972	1765	2280	1
1973	1765	1563	1
1974	1870	2034	1
1975	1870	114	1
1976	1870	2280	1
1977	1331	2249	1
1978	2379	2331	1
1979	2379	377	1
1980	2379	2211	1
1981	2059	1152	1
1982	2059	452	1
1983	2059	1928	1
1984	2059	408	1
1985	2059	2280	1
1986	2060	1883	1
1987	2060	2297	1
1988	1342	1883	1
1989	1342	2297	1
1990	609	2211	1
1991	609	2196	1
1992	494	1653	1
1993	494	2196	1
1994	1233	1134	1
1995	1233	1653	1
1996	1233	2281	1
1997	1233	780	1
1998	1233	2331	1
1999	1233	1975	1
2000	1233	377	1
2001	1233	800	1
2002	1233	84	1
2003	1233	130	1
2004	1233	2196	1
2005	1233	2211	1
2006	1233	485	1
2007	1233	1563	1
2008	165	1036	1
2009	165	328	1
2010	165	471	1
2011	796	2327	1
2012	796	908	1
2013	796	1270	1
2014	796	2002	1
2015	796	1883	1
2016	796	1830	1
2017	796	1975	1
2018	796	377	1
2019	796	800	1
2020	2437	2034	1
2021	2393	414	1
2022	1659	503	1
2023	2527	144	1
2024	2527	2034	1
2025	2527	1114	1
2026	2527	2280	1
2027	2527	2211	1
2028	1583	750	1
2029	2194	610	1
2030	2194	2008	1
2031	2194	1909	1
2032	2194	708	1
2033	2194	952	1
2034	2194	1883	1
2035	2194	2034	1
2036	2194	981	1
2037	2194	1419	1
2038	2194	771	1
2039	2194	473	1
2040	2194	11	1
2041	2194	390	1
2042	1106	328	1
2043	1853	1308	1
2044	1244	84	1
2045	1381	2034	1
2046	1314	2280	1
2047	325	2280	1
2048	2102	1622	1
2049	2102	601	1
2050	2102	1722	1
2051	2102	438	1
2052	2321	1576	1
2053	2321	1898	1
2054	2321	393	1
2055	2321	2249	1
2056	1479	420	1
2057	1479	420	1
2058	1479	340	1
2059	1479	1972	1
2060	1479	1883	1
2061	1479	2034	1
2062	1479	981	1
2063	2004	2122	1
2064	1942	144	1
2065	449	1883	1
2066	449	2331	1
2067	449	2297	1
2068	954	290	1
2069	1432	780	1
2070	795	1134	1
2071	795	2034	1
2072	795	2331	1
2073	795	1975	1
2074	795	377	1
2075	795	1563	1
2076	795	800	1
2077	795	84	1
2078	795	2196	1
2079	795	485	1
2080	2722	1134	1
2081	2722	962	1
2082	2722	2034	1
2083	2722	2331	1
2084	2722	1975	1
2085	2722	377	1
2086	2722	1563	1
2087	2722	800	1
2088	2722	84	1
2089	2722	2196	1
2090	2722	2211	1
2091	480	2249	1
2092	480	2280	1
2093	250	2280	1
2094	271	1576	1
2095	271	1576	1
2096	271	1576	1
2097	271	937	1
2098	271	2134	1
2099	271	147	1
2100	271	147	1
2101	271	784	1
2102	1720	1883	1
2103	1720	2297	1
2104	2427	1335	1
2105	2427	679	1
2106	2427	1909	1
2107	2427	551	1
2108	2427	952	1
2109	2427	2329	1
2110	2427	892	1
2111	2427	1390	1
2112	2427	1091	1
2113	2427	1264	1
2114	2427	1513	1
2115	2427	1445	1
2116	2361	1375	1
2117	2040	1375	1
2118	1228	2331	1
2119	617	2280	1
2120	157	2034	1
2121	1179	1679	1
2122	1179	2173	1
2123	1179	784	1
2124	1291	503	1
2125	1291	513	1
2126	1291	171	1
2127	916	410	1
2128	1635	2355	1
2129	2590	471	1
2130	2632	2249	1
2131	156	2331	1
2132	2688	2173	1
2133	320	471	1
2134	64	328	1
2135	64	471	1
2136	901	1036	1
2137	2417	1975	1
2138	2417	377	1
2139	2417	800	1
2140	2417	2196	1
2141	2417	2211	1
2142	2048	375	1
2143	779	780	1
2144	779	1722	1
2145	1784	2327	1
2146	1784	908	1
2147	1784	2249	1
2148	1784	1757	1
2149	46	1101	1
2150	2595	2134	1
2151	2595	375	1
2152	497	692	1
2153	497	1351	1
2154	2064	377	1
2155	600	949	1
2156	600	2280	1
2157	600	2211	1
2158	1348	2249	1
2159	334	610	1
2160	334	679	1
2161	334	1909	1
2162	334	748	1
2163	334	952	1
2164	334	2281	1
2165	334	924	1
2166	1413	2331	1
2167	1379	1653	1
2168	1714	1653	1
2169	2620	2280	1
2170	1503	1757	1
2171	1503	2280	1
2172	72	1134	1
2173	72	2249	1
2174	590	1731	1
2175	2032	1818	1
2176	2032	1975	1
2177	2032	377	1
2178	2032	800	1
2179	2032	2196	1
2180	2032	485	1
2181	122	452	1
2182	1689	2034	1
2183	1689	1114	1
2184	1689	2280	1
2185	591	1883	1
2186	591	2331	1
2187	591	1830	1
2188	591	2280	1
2189	223	1213	1
2190	223	1811	1
2191	223	2280	1
2192	1246	693	1
2193	1246	1114	1
2194	1246	1120	1
2195	822	2355	1
2196	1666	2034	1
2197	2596	144	1
2198	971	1818	1
2199	971	2211	1
2200	608	2249	1
2201	2449	1286	1
2202	905	471	1
2203	322	2134	1
2204	847	2134	1
2205	847	2034	1
2206	847	2281	1
2207	847	2249	1
2208	847	924	1
2209	847	187	1
2210	2061	683	1
2211	2061	2331	1
2212	2061	2280	1
2213	82	2331	1
2214	82	1389	1
2215	82	234	1
2216	544	1762	1
2217	918	147	1
2218	2528	144	1
2219	2528	1022	1
2220	2528	1095	1
2221	2528	1824	1
2222	2528	2034	1
2223	2528	1114	1
2224	2528	2164	1
2225	2528	30	1
2226	1117	2211	1
2227	196	328	1
2228	1970	737	1
2229	1970	2211	1
2230	1970	471	1
2231	533	826	1
2232	533	1435	1
2233	533	244	1
2234	533	1407	1
2235	533	394	1
2236	533	2107	1
2237	533	1119	1
2238	2536	826	1
2239	2536	780	1
2240	2536	1883	1
2241	2536	2281	1
2242	2536	1829	1
2243	2536	924	1
2244	2155	826	1
2245	2155	1981	1
2246	1832	826	1
2247	1832	1188	1
2248	1832	2331	1
2249	1832	2355	1
2250	1832	324	1
2251	1708	328	1
2252	558	1710	1
2253	558	2165	1
2254	967	2139	1
2255	967	1794	1
2256	2343	471	1
2257	1921	2249	1
2258	1921	2355	1
2259	2718	750	1
2260	2098	1928	1
2261	447	328	1
2262	447	471	1
2263	2179	750	1
2264	2179	1757	1
2265	2387	1134	1
2266	2387	2331	1
2267	2387	1757	1
2268	2387	2280	1
2269	2000	2281	1
2270	2000	924	1
2271	2674	2280	1
2272	321	1134	1
2273	321	2034	1
2274	321	2331	1
2275	321	1975	1
2276	321	377	1
2277	321	2280	1
2278	321	2211	1
2279	2009	627	1
2280	673	693	1
2281	468	1883	1
2282	468	2034	1
2283	468	1830	1
2284	468	2297	1
2285	1280	2134	1
2286	1280	2450	1
2287	3	144	1
2288	919	328	1
2289	2739	2331	1
2290	2739	2355	1
2291	1717	1036	1
2292	1078	1335	1
2293	1078	551	1
2294	1078	2249	1
2295	1078	2280	1
2296	1078	2211	1
2297	1489	1153	1
2298	1614	2211	1
2299	2561	1286	1
2300	2561	2280	1
2301	1184	1134	1
2302	1184	2331	1
2303	172	408	1
2304	1115	2034	1
2305	1115	2331	1
2306	1642	2034	1
2307	668	2249	1
2308	2354	1883	1
2309	2354	2034	1
2310	2354	1830	1
2311	2354	1	1
2312	1769	2249	1
2313	83	1036	1
2314	83	11	1
2315	83	390	1
2316	2258	2280	1
2317	2256	2196	1
2318	1592	290	1
2319	1941	144	1
2320	1941	471	1
2321	1796	2331	1
2322	2611	328	1
2323	2339	2249	1
2324	2206	2249	1
2325	2206	2280	1
2326	2268	1811	1
2327	1545	2034	1
2328	386	328	1
2329	1555	2589	1
2330	1555	765	1
2331	174	2034	1
2332	663	2034	1
2333	663	2280	1
2334	75	2034	1
2335	75	471	1
2336	2398	2685	1
2337	2398	2580	1
2338	2398	2034	1
2339	2398	2331	1
2340	2398	26	1
2341	2398	9	1
2342	2398	692	1
2343	2398	2280	1
2344	1570	780	1
2345	2662	2034	1
2346	2662	328	1
2347	1758	1818	1
2348	1758	328	1
2349	1758	471	1
2350	1094	471	1
2351	536	2034	1
2352	2003	2249	1
2353	2519	2280	1
2354	2730	1617	1
2355	2563	2034	1
2356	342	2034	1
2357	1861	2331	1
2358	1456	780	1
2359	1456	2134	1
2360	150	780	1
2361	2459	2034	1
2362	770	2134	1
2363	770	2450	1
2364	900	1270	1
2365	553	1890	1
2366	553	1710	1
2367	1634	2034	1
2368	402	1883	1
2369	402	1830	1
2370	402	471	1
2371	2381	328	1
2372	2381	471	1
2373	180	2249	1
2374	180	2331	1
2375	799	1811	1
2376	1083	2331	1
2377	1083	1435	1
2378	540	1474	1
2379	363	2331	1
2380	363	2196	1
2381	363	2211	1
2382	222	1710	1
2383	2005	1883	1
2384	2005	1830	1
2385	2005	2211	1
2386	1050	1294	1
2387	1050	1373	1
2388	1609	2331	1
2389	1609	2280	1
2390	853	377	1
2391	853	2280	1
2392	853	2211	1
2393	2462	1975	1
2394	2462	377	1
2395	2462	1710	1
2396	2462	2196	1
2397	2462	2280	1
2398	2462	2211	1
2399	220	1735	1
2400	220	780	1
2401	220	2281	1
2402	220	2281	1
2403	220	2281	1
2404	220	2281	1
2405	220	924	1
2406	220	844	1
2407	220	818	1
2408	220	1710	1
2409	220	2280	1
2410	217	1735	1
2411	217	780	1
2412	217	2281	1
2413	217	2281	1
2414	217	2281	1
2415	217	2281	1
2416	217	924	1
2417	217	818	1
2418	217	1710	1
2419	217	461	1
2420	217	2280	1
2421	217	1981	1
2422	2541	2249	1
2423	2279	144	1
2424	2279	1818	1
2425	2279	2034	1
2426	2279	2280	1
2427	128	2034	1
2428	1857	2331	1
2429	2726	780	1
2430	2172	2331	1
2431	258	2331	1
2432	492	2034	1
2433	492	1710	1
2434	2455	348	1
2435	2455	2463	1
2436	1797	377	1
2437	830	1157	1
2438	849	328	1
2439	849	471	1
2440	2062	2331	1
2441	2062	2177	1
2442	1486	1622	1
2443	1486	438	1
2444	605	2154	1
2445	2633	1975	1
2446	2633	377	1
2447	2633	800	1
2448	2633	2196	1
2449	2633	471	1
2450	2390	2491	1
2451	2244	2280	1
2452	2425	2280	1
2453	2425	2211	1
2454	403	2249	1
2455	890	2280	1
2456	73	1868	1
2457	73	826	1
2458	73	1435	1
2459	2120	2134	1
2460	2120	917	1
2461	2399	952	1
2462	2399	678	1
2463	2512	2280	1
2464	74	2659	1
2465	74	1618	1
2466	1542	1617	1
2467	1542	1188	1
2468	1542	1512	1
2469	1542	2281	1
2470	1542	2331	1
2471	1542	2355	1
2472	1542	949	1
2473	1542	2280	1
2474	1542	1786	1
2475	1542	1293	1
2476	1542	2224	1
2477	1542	324	1
2478	1841	1435	1
2479	1841	1811	1
2480	1841	1710	1
2481	1841	2280	1
2482	1388	513	1
2483	1388	2327	1
2484	1388	908	1
2485	1644	2034	1
2486	1644	2355	1
2487	1644	1114	1
2488	1644	2280	1
2489	1644	2211	1
2490	1075	2669	1
2491	2016	1995	1
2492	2016	1375	1
2493	2016	1909	1
2494	2016	452	1
2495	2016	1928	1
2496	682	2196	1
2497	565	2331	1
2498	565	317	1
2499	313	610	1
2500	313	2484	1
2501	313	2355	1
2502	313	1157	1
2503	313	771	1
2504	1176	1622	1
2505	1176	1710	1
2506	1176	438	1
2507	695	2281	1
2508	695	924	1
2509	1813	755	1
2510	1554	171	1
2511	1554	1653	1
2512	1554	2034	1
2513	1554	693	1
2514	1554	26	1
2515	1437	683	1
2516	1872	2280	1
2517	1718	2280	1
2518	666	2280	1
2519	481	503	1
2520	481	171	1
2521	481	1653	1
2522	481	1512	1
2523	481	2034	1
2524	481	1787	1
2525	481	1975	1
2526	481	1563	1
2527	481	692	1
2528	481	824	1
2529	481	84	1
2530	481	1981	1
2531	481	2453	1
2532	1728	1653	1
2533	1728	2034	1
2534	1728	2331	1
2535	1728	1787	1
2536	1728	1975	1
2537	932	2211	1
2538	86	1898	1
2539	86	2034	1
2540	86	2280	1
2541	958	2249	1
2542	184	2249	1
2543	184	2249	1
2544	1968	2034	1
2545	1130	2355	1
2546	498	1883	1
2547	498	1830	1
2548	498	1	1
2549	133	2331	1
2550	421	1036	1
2551	215	1883	1
2552	215	2297	1
2553	1455	1787	1
2554	1455	377	1
2555	1455	824	1
2556	2124	377	1
2557	951	2249	1
2558	955	917	1
2559	360	1134	1
2560	2255	1760	1
2561	2255	377	1
2562	2255	2280	1
2563	2255	2211	1
2564	2255	1757	1
2565	2694	1101	1
2566	644	1485	1
2567	1217	2034	1
2568	2238	2280	1
2569	1601	471	1
2570	1253	2331	1
2571	1253	1757	1
2572	2464	1036	1
2573	1801	1435	1
2574	1801	2280	1
2575	219	2331	1
2576	589	2280	1
2577	489	2034	1
2578	366	1036	1
2579	2396	503	1
2580	2396	328	1
2581	2111	1790	1
2582	1539	377	1
2583	1539	1506	1
2584	214	1757	1
2585	2502	2249	1
2586	630	503	1
2587	1925	2280	1
2588	1907	328	1
2589	1907	471	1
2590	2202	2034	1
2591	1574	377	1
2592	1574	736	1
2593	1574	84	1
2594	1574	485	1
2595	2025	937	1
2596	2025	1618	1
2597	2025	2659	1
2598	505	2034	1
2599	256	171	1
2600	256	1653	1
2601	256	2331	1
2602	256	1787	1
2603	256	1975	1
2604	256	692	1
2605	1374	1576	1
2606	457	2034	1
2607	179	2355	1
2608	1277	937	1
2609	1303	2331	1
2610	861	708	1
2611	861	1660	1
2612	861	1883	1
2613	861	2331	1
2614	861	1830	1
2615	861	2297	1
2616	2145	2355	1
2617	1664	1435	1
2618	1924	1153	1
2619	1924	2355	1
2620	870	1036	1
2621	1273	1097	1
2622	1273	171	1
2623	1273	908	1
2624	1273	1653	1
2625	1273	401	1
2626	1273	1036	1
2627	1273	693	1
2628	1273	1114	1
2629	1273	26	1
2630	1273	1975	1
2631	1273	377	1
2632	1273	84	1
2633	1273	2280	1
2634	1273	1757	1
2635	545	780	1
2636	636	2280	1
2637	2222	2280	1
2638	490	2280	1
2639	1761	2034	1
2640	1761	1435	1
2641	1414	2280	1
2642	2322	328	1
2643	440	2164	1
2644	440	1786	1
2645	1267	2331	1
2646	1009	2154	1
2647	57	1883	1
2648	57	2394	1
2649	307	2249	1
2650	2114	1898	1
2651	1697	328	1
2652	2591	503	1
2653	2591	171	1
2654	2591	1653	1
2655	2591	1512	1
2656	2591	1787	1
2657	2591	1975	1
2658	2591	1563	1
2659	2591	692	1
2660	2591	824	1
2661	2591	84	1
2662	2591	1981	1
2663	2591	2453	1
2664	1918	2280	1
2665	1733	2165	1
2666	814	1213	1
2667	1398	1213	1
2668	2504	1710	1
2669	1926	377	1
2670	2416	2331	1
2671	2640	2327	1
2672	2640	908	1
2673	897	2280	1
2674	2571	1653	1
2675	2127	2165	1
2676	606	693	1
2677	606	26	1
2678	2621	1435	1
2679	998	784	1
2680	87	328	1
2681	1992	1114	1
2682	2382	2240	1
2683	2285	2134	1
2684	1035	1975	1
2685	1035	84	1
2686	1035	2211	1
2687	1035	130	1
2688	1035	485	1
2689	1035	377	1
2690	1035	144	1
2691	1035	2331	1
2692	1035	1134	1
2693	596	1883	1
2694	596	1	1
2695	1667	780	1
2696	2454	473	1
2697	2454	981	1
2698	2454	2034	1
2699	775	2297	1
2700	775	1883	1
2701	140	1710	1
2702	1771	2173	1
2703	1771	1278	1
2704	1771	26	1
2705	1771	2331	1
2706	1723	2280	1
2707	1199	2211	1
2708	1332	1975	1
2709	1332	1787	1
2710	1332	1653	1
2711	1332	2034	1
2712	1332	171	1
2713	1332	692	1
2714	761	1757	1
2715	761	2280	1
2716	526	2281	1
2717	526	1174	1
2718	526	2484	1
2719	526	771	1
2720	526	881	1
2721	526	856	1
2722	526	1157	1
2723	526	610	1
2724	2133	1488	1
2725	1385	2331	1
2726	2482	1600	1
2727	2126	1757	1
2728	1245	1883	1
2729	1245	1	1
2730	806	2355	1
2731	1026	2211	1
2732	599	2280	1
2733	1170	2211	1
2734	181	1527	1
2735	1519	2034	1
2736	1367	377	1
2737	603	1081	1
2738	603	2281	1
2739	603	924	1
2740	425	2355	1
2741	2526	2280	1
2742	205	784	1
2743	2106	2280	1
2744	2334	1883	1
2745	2334	1	1
2746	2334	1757	1
2747	2334	1830	1
2748	2540	2280	1
2749	2540	1213	1
2750	1538	328	1
2751	277	377	1
2752	1125	780	1
2753	1125	1883	1
2754	808	2211	1
2755	808	144	1
2756	808	2034	1
2757	887	780	1
2758	2545	1975	1
2759	2545	601	1
2760	2545	1563	1
2761	2545	377	1
2762	2619	1727	1
2763	1767	328	1
2764	1767	471	1
2765	1732	2034	1
2766	2529	377	1
2767	162	2211	1
2768	162	2034	1
2769	162	2331	1
2770	2132	2280	1
2771	2671	1710	1
2772	635	917	1
2773	2039	1506	1
2774	110	1883	1
2775	110	1830	1
2776	2316	2280	1
2777	2072	782	1
2778	704	328	1
2779	704	1972	1
2780	2533	1282	1
2781	2533	1972	1
2782	875	2280	1
2783	875	1435	1
2784	1099	2211	1
2785	254	2249	1
2786	1902	2280	1
2787	719	1351	1
2788	1833	2211	1
2789	1457	2211	1
2790	1457	2280	1
2791	1457	1757	1
2792	1350	290	1
2793	2440	1710	1
2794	2440	1	1
2795	2440	1883	1
