	protein_sequence1	protein_sequence2	interaction
1437	469	1699	1
1438	469	1468	1
1439	485	2008	1
1440	9	1142	1
1441	9	427	1
1442	9	1467	1
1443	2593	1468	1
1444	2043	196	1
1445	2043	1738	1
1446	2043	655	1
1447	2043	242	1
1448	2043	2290	1
1449	2043	2594	1
1450	2043	2350	1
1451	2043	881	1
1452	2043	655	1
1453	2043	655	1
1454	2043	2290	1
1455	2043	1171	1
1456	2043	1171	1
1457	2043	1171	1
1458	2043	1146	1
1459	2043	1146	1
1460	2043	1146	1
1461	2043	1142	1
1462	2043	2621	1
1463	1781	1523	1
1464	2612	2095	1
1465	2612	894	1
1466	2612	2379	1
1467	2612	645	1
1468	2612	2605	1
1469	2612	550	1
1470	2612	850	1
1471	2612	1468	1
1472	2612	2650	1
1473	2612	581	1
1474	2612	518	1
1475	20	1142	1
1476	20	894	1
1477	20	2379	1
1478	20	2008	1
1479	20	674	1
1480	1689	1468	1
1481	2182	389	1
1482	2182	1468	1
1483	1705	1075	1
1484	1705	1836	1
1485	1705	572	1
1486	1705	1523	1
1487	1705	2379	1
1488	2041	2379	1
1489	253	1523	1
1490	1547	1699	1
1491	1547	2412	1
1492	1547	721	1
1493	1547	1468	1
1494	892	389	1
1495	892	2650	1
1496	385	389	1
1497	2288	2638	1
1498	2288	1012	1
1499	2288	2650	1
1500	2288	2185	1
1501	1954	1142	1
1502	1954	894	1
1503	1954	2379	1
1504	1954	2008	1
1505	1954	2605	1
1506	1954	1468	1
1507	1954	227	1
1508	1954	674	1
1509	397	1468	1
1510	397	2650	1
1511	1492	389	1
1512	1492	1471	1
1513	1492	2650	1
1514	133	1075	1
1515	133	2638	1
1516	133	1012	1
1517	133	389	1
1518	133	894	1
1519	133	2379	1
1520	133	645	1
1521	133	1966	1
1522	133	1083	1
1523	133	2605	1
1524	133	1468	1
1525	133	2650	1
1526	729	389	1
1527	729	2650	1
1528	661	389	1
1529	661	894	1
1530	661	1022	1
1531	661	2650	1
1532	661	2185	1
1533	665	1471	1
1534	620	1471	1
1535	620	2379	1
1536	620	1468	1
1537	1019	1471	1
1538	102	2650	1
1539	2202	894	1
1540	2202	850	1
1541	609	1113	1
1542	40	389	1
1543	40	2650	1
1544	40	2185	1
1545	2152	1523	1
1546	2050	1468	1
1547	1833	389	1
1548	1833	1471	1
1549	1833	894	1
1550	1833	2650	1
1551	1833	1468	1
1552	1005	1142	1
1553	1005	2004	1
1554	1005	1468	1
1555	276	1075	1
1556	276	389	1
1557	276	2592	1
1558	276	2102	1
1559	276	645	1
1560	276	2605	1
1561	543	389	1
1562	543	1468	1
1563	543	2185	1
1564	430	389	1
1565	430	1471	1
1566	430	1851	1
1567	430	1468	1
1568	430	2650	1
1569	1366	1662	1
1570	1366	1075	1
1571	1366	389	1
1572	1366	1471	1
1573	1366	2102	1
1574	1366	894	1
1575	1366	2379	1
1576	1366	745	1
1577	1366	2008	1
1578	1366	1083	1
1579	1366	2605	1
1580	1366	550	1
1581	1366	228	1
1582	1366	2669	1
1583	1366	1022	1
1584	1366	2162	1
1585	1366	1545	1
1586	1366	2493	1
1587	1607	1662	1
1588	1607	389	1
1589	1607	1523	1
1590	1607	1471	1
1591	1607	894	1
1592	1607	2008	1
1593	1607	228	1
1594	1607	2650	1
1595	1607	1865	1
1596	842	1113	1
1597	1938	1523	1
1598	1938	1471	1
1599	1938	1113	1
1600	591	1075	1
1601	591	389	1
1602	591	63	1
1603	591	1142	1
1604	591	1471	1
1605	591	645	1
1606	591	2605	1
1607	591	2650	1
1608	591	1545	1
1609	591	2185	1
1610	591	1468	1
1611	172	2650	1
1612	1648	389	1
1613	1648	894	1
1614	1648	2379	1
1615	1648	2185	1
1616	405	1471	1
1617	405	2650	1
1618	2253	389	1
1619	2253	1468	1
1620	2253	2185	1
1621	1043	1468	1
1622	941	389	1
1623	941	2162	1
1624	941	2185	1
1625	1692	2379	1
1626	1751	1523	1
1627	1768	1459	1
1628	1768	550	1
1629	1768	2207	1
1630	1768	1936	1
1631	1768	2204	1
1632	1768	1127	1
1633	1768	353	1
1634	1768	1207	1
1635	1818	2379	1
1636	1665	389	1
1637	1665	2185	1
1638	1597	389	1
1639	1597	1468	1
1640	1597	2650	1
1641	1597	2185	1
1642	2576	389	1
1643	1524	389	1
1644	1524	1471	1
1645	1524	2185	1
1646	1310	389	1
1647	1310	2650	1
1648	1310	2185	1
1649	221	389	1
1650	221	1468	1
1651	221	2650	1
1652	221	2185	1
1653	2070	389	1
1654	2070	1459	1
1655	2070	431	1
1656	2070	2379	1
1657	2070	1405	1
1658	2070	2299	1
1659	2075	1471	1
1660	2078	639	1
1661	1299	2570	1
1662	1299	1142	1
1663	1299	2004	1
1664	1299	431	1
1665	1299	2431	1
1666	1299	1083	1
1667	1618	2563	1
1668	2709	120	1
1669	1733	1142	1
1670	1733	894	1
1671	1733	2379	1
1672	1733	2008	1
1673	1733	2605	1
1674	1733	1468	1
1675	1733	1545	1
1676	1733	674	1
1677	990	884	1
1678	990	1471	1
1679	1528	196	1
1680	1528	1738	1
1681	1528	2594	1
1682	1528	1146	1
1683	1528	1146	1
1684	1528	1146	1
1685	1528	1459	1
1686	1528	1142	1
1687	1528	246	1
1688	1528	550	1
1689	1528	1635	1
1690	2020	228	1
1691	2020	328	1
1692	2020	2490	1
1693	2020	1023	1
1694	929	2185	1
1695	1114	2053	1
1696	1114	353	1
1697	1114	1468	1
1698	1114	2207	1
1699	1114	1936	1
1700	1114	1127	1
1701	1114	2204	1
1702	2018	2185	1
1703	333	2379	1
1704	1752	1523	1
1705	1752	1471	1
1706	1752	850	1
1707	1752	1468	1
1708	143	1459	1
1709	701	1075	1
1710	701	389	1
1711	701	2592	1
1712	701	2102	1
1713	701	645	1
1714	701	2605	1
1715	2521	1523	1
1716	1062	512	1
1717	1062	1459	1
1718	1062	1789	1
1719	1062	1085	1
1720	1062	2379	1
1721	1062	1685	1
1722	1062	1793	1
1723	2413	1007	1
1724	2413	2211	1
1725	2413	88	1
1726	2413	1300	1
1727	2413	1468	1
1728	2131	2095	1
1729	2131	389	1
1730	2131	1729	1
1731	2131	1523	1
1732	2131	894	1
1733	2131	2379	1
1734	2131	645	1
1735	2131	2605	1
1736	2131	850	1
1737	2131	1468	1
1738	2131	2185	1
1739	1178	1471	1
1740	1178	1023	1
1741	1968	1357	1
1742	2017	1662	1
1743	2017	2638	1
1744	2017	1012	1
1745	2017	389	1
1746	2017	1142	1
1747	2017	1523	1
1748	2017	1471	1
1749	2017	460	1
1750	2017	2454	1
1751	2017	2102	1
1752	2017	2611	1
1753	2017	894	1
1754	2017	2379	1
1755	2017	2605	1
1756	2017	2669	1
1757	2017	1022	1
1758	2017	195	1
1759	2017	227	1
1760	2017	1468	1
1761	1392	1459	1
1762	1822	1471	1
1763	1822	1468	1
1764	1822	2650	1
1765	2418	1471	1
1766	2418	2379	1
1767	1867	2095	1
1768	1867	29	1
1769	1867	1471	1
1770	1867	2611	1
1771	1867	894	1
1772	1867	2379	1
1773	1867	745	1
1774	1867	227	1
1775	1867	1468	1
1776	1682	898	1
1777	1682	1471	1
1778	1682	104	1
1779	1682	1023	1
1780	1682	935	1
1781	2132	1662	1
1782	2132	389	1
1783	2132	1699	1
1784	2132	2102	1
1785	2132	2669	1
1786	1995	1789	1
1787	2667	1906	1
1788	2057	1468	1
1789	1898	1144	1
1790	1898	2297	1
1791	740	2594	1
1792	2688	1789	1
1793	2688	1357	1
1794	2581	1523	1
1795	188	1836	1
1796	188	227	1
1797	554	2053	1
1798	2399	596	1
1799	1175	2638	1
1800	1175	1012	1
1801	1175	29	1
1802	1175	1112	1
1803	1175	1468	1
1804	1187	29	1
1805	1065	1836	1
1806	1065	1523	1
1807	1065	1471	1
1808	1065	2053	1
1809	1065	1468	1
1810	2339	228	1
1811	50	1906	1
1812	50	1357	1
1813	1651	2379	1
1814	336	524	1
1815	93	1196	1
1816	206	1471	1
1817	724	227	1
1818	845	389	1
1819	845	1468	1
1820	845	2650	1
1821	845	2185	1
1822	1947	389	1
1823	1947	2185	1
1824	1079	596	1
1825	304	1471	1
1826	304	894	1
1827	304	2379	1
1828	67	389	1
1829	67	1468	1
1830	67	2185	1
1831	15	1292	1
1832	15	850	1
1833	2032	1662	1
1834	2032	389	1
1835	2032	1471	1
1836	2032	2102	1
1837	2032	2669	1
1838	1267	1764	1
1839	1267	1468	1
1840	406	1357	1
1841	2447	980	1
1842	2515	2102	1
1843	2515	1985	1
1844	2515	745	1
1845	2515	2669	1
1846	2515	195	1
1847	2515	1468	1
1848	1901	621	1
1849	1901	931	1
1850	1901	1523	1
1851	1901	1196	1
1852	1901	2495	1
1853	1901	1072	1
1854	347	1541	1
1855	1903	288	1
1856	170	1468	1
1857	1329	2493	1
1858	1329	2650	1
1859	1552	1308	1
1860	2347	550	1
1861	714	2095	1
1862	714	389	1
1863	714	1207	1
1864	714	1471	1
1865	714	894	1
1866	714	2379	1
1867	714	645	1
1868	714	1985	1
1869	714	2605	1
1870	714	2669	1
1871	714	2650	1
1872	714	581	1
1873	2037	1207	1
1874	2037	1207	1
1875	2037	1207	1
1876	2037	1207	1
1877	2037	1523	1
1878	2582	1296	1
1879	2582	1471	1
1880	509	2493	1
1881	509	1471	1
1882	350	1007	1
1883	350	898	1
1884	350	104	1
1885	1029	1447	1
1886	1029	2650	1
1887	1629	1468	1
1888	2585	1764	1
1889	2585	1468	1
1890	2604	1523	1
1891	1407	1468	1
1892	229	1471	1
1893	229	2454	1
1894	1273	1523	1
1895	1102	1146	1
1896	74	1471	1
1897	1255	721	1
1898	1255	654	1
1899	1475	29	1
1900	1852	195	1
1901	1852	2040	1
1902	1852	2095	1
1903	1852	1433	1
1904	1852	958	1
1905	1852	2379	1
1906	1852	745	1
1907	1852	1234	1
1908	1852	1072	1
1909	1852	1545	1
1910	1457	389	1
1911	1606	1142	1
1912	1606	1467	1
1913	1021	1142	1
1914	1021	1471	1
1915	1021	674	1
1916	308	512	1
1917	308	2153	1
1918	308	1357	1
1919	542	389	1
1920	542	1471	1
1921	542	1468	1
1922	542	2185	1
1923	2246	1468	1
1924	1353	1789	1
1925	1353	1357	1
1926	362	550	1
1927	78	1523	1
1928	2465	1469	1
1929	2137	1523	1
1930	633	299	1
1931	2434	1672	1
1932	2434	31	1
1933	2434	1508	1
1934	432	2135	1
1935	2518	1471	1
1936	2518	2650	1
1937	2518	1468	1
1938	2023	1343	1
1939	2023	851	1
1940	2023	1831	1
1941	2023	2673	1
1942	2023	1720	1
1943	2023	1338	1
1944	1830	1789	1
1945	1830	550	1
1946	444	195	1
1947	444	1662	1
1948	444	2638	1
1949	444	1012	1
1950	444	2454	1
1951	444	2102	1
1952	444	2611	1
1953	444	2669	1
1954	444	2379	1
1955	444	227	1
1956	1529	1179	1
1957	1529	2135	1
1958	1529	550	1
1959	1529	1134	1
1960	2276	1085	1
1961	2276	1561	1
1962	2252	1459	1
1963	2252	850	1
1964	393	2638	1
1965	393	1012	1
1966	393	1087	1
1967	393	1468	1
1968	393	227	1
1969	2700	1523	1
1970	10	389	1
1971	10	2650	1
1972	10	1468	1
1973	10	2185	1
1974	1924	1523	1
1975	1924	812	1
1976	1924	1468	1
1977	192	1699	1
1978	1821	1471	1
1979	1821	2379	1
1980	1821	2650	1
1981	865	2549	1
1982	865	2475	1
1983	865	1059	1
1984	865	1201	1
1985	865	1468	1
1986	978	1142	1
1987	978	1467	1
1988	1941	1142	1
1989	1941	1467	1
1990	2130	2650	1
1991	2130	850	1
1992	1640	389	1
1993	1640	850	1
1994	1572	2095	1
1995	1572	389	1
1996	1572	1207	1
1997	1572	1459	1
1998	1572	1471	1
1999	1572	894	1
2000	1572	2379	1
2001	1572	645	1
2002	1572	2605	1
2003	1572	2305	1
2004	1572	850	1
2005	1572	2650	1
2006	1572	581	1
2007	1572	2185	1
2008	1668	2454	1
2009	1668	1789	1
2010	1668	1357	1
2011	2651	2638	1
2012	2651	1012	1
2013	2651	2625	1
2014	2651	2080	1
2015	2651	1142	1
2016	2651	2004	1
2017	2651	894	1
2018	2651	2379	1
2019	2651	645	1
2020	1829	1523	1
2021	522	265	1
2022	751	2493	1
2023	488	1836	1
2024	488	1523	1
2025	488	2611	1
2026	488	1468	1
2027	488	2650	1
2028	2575	1292	1
2029	1089	931	1
2030	1089	2583	1
2031	1089	1831	1
2032	1089	1007	1
2033	1089	805	1
2034	1089	1142	1
2035	1089	1523	1
2036	1089	1819	1
2037	1089	721	1
2038	1089	233	1
2039	1089	2190	1
2040	1089	573	1
2041	1089	1135	1
2042	1223	1789	1
2043	2038	646	1
2044	782	2605	1
2045	1849	1523	1
2046	1636	1468	1
2047	81	1468	1
2048	1859	1085	1
2049	1859	1477	1
2050	1859	2164	1
2051	1859	1561	1
2052	2660	1308	1
2053	2660	910	1
2054	2660	512	1
2055	2660	1699	1
2056	416	1463	1
2057	416	1463	1
2058	416	1812	1
2059	416	2266	1
2060	416	1142	1
2061	416	1523	1
2062	416	1819	1
2063	167	1488	1
2064	2410	1836	1
2065	2390	1142	1
2066	2390	1471	1
2067	2390	1467	1
2068	2382	1738	1
2069	2279	1459	1
2070	1957	2095	1
2071	1957	1523	1
2072	1957	1471	1
2073	1957	894	1
2074	1957	2379	1
2075	1957	2185	1
2076	1957	645	1
2077	1957	2605	1
2078	1957	850	1
2079	1957	581	1
2080	1518	2095	1
2081	1518	2681	1
2082	1518	1523	1
2083	1518	1471	1
2084	1518	894	1
2085	1518	2379	1
2086	1518	2185	1
2087	1518	645	1
2088	1518	2605	1
2089	1518	850	1
2090	1518	2650	1
2091	1096	1699	1
2092	1096	1468	1
2093	2514	1468	1
2094	854	1308	1
2095	854	1308	1
2096	854	1308	1
2097	854	120	1
2098	854	596	1
2099	854	781	1
2100	854	781	1
2101	854	1210	1
2102	2693	1142	1
2103	2693	1467	1
2104	2675	851	1
2105	2675	1052	1
2106	2675	1831	1
2107	2675	2673	1
2108	2675	805	1
2109	2675	1720	1
2110	2675	126	1
2111	2675	2325	1
2112	2675	2254	1
2113	2675	2456	1
2114	2675	774	1
2115	2675	47	1
2116	649	2463	1
2117	2577	2463	1
2118	1801	1471	1
2119	1297	1468	1
2120	2584	1523	1
2121	2710	2283	1
2122	2710	2155	1
2123	2710	1210	1
2124	667	2493	1
2125	667	2040	1
2126	667	1662	1
2127	152	1766	1
2128	1530	1001	1
2129	225	1357	1
2130	2044	1699	1
2131	960	1471	1
2132	1403	2155	1
2133	1312	1357	1
2134	2627	1789	1
2135	2627	1357	1
2136	1760	2454	1
2137	2027	894	1
2138	2027	2379	1
2139	2027	645	1
2140	2027	850	1
2141	2027	2650	1
2142	938	2427	1
2143	99	1459	1
2144	99	2164	1
2145	2121	2638	1
2146	2121	1012	1
2147	2121	1699	1
2148	2121	227	1
2149	1519	384	1
2150	346	596	1
2151	346	2427	1
2152	1825	2008	1
2153	1825	2490	1
2154	359	2379	1
2155	1232	1113	1
2156	1232	1468	1
2157	1232	2650	1
2158	2684	1699	1
2159	2656	931	1
2160	2656	1052	1
2161	2656	1831	1
2162	2656	1443	1
2163	2656	805	1
2164	2656	1207	1
2165	2656	303	1
2166	2320	1471	1
2167	1352	389	1
2168	2689	389	1
2169	677	1468	1
2170	1655	227	1
2171	1655	1468	1
2172	1884	2095	1
2173	1884	1699	1
2174	1917	106	1
2175	880	1729	1
2176	880	894	1
2177	880	2379	1
2178	880	645	1
2179	880	850	1
2180	880	581	1
2181	322	2475	1
2182	2296	1523	1
2183	2296	2611	1
2184	2296	1468	1
2185	1946	1142	1
2186	1946	1471	1
2187	1946	2004	1
2188	1946	1468	1
2189	1907	524	1
2190	1907	88	1
2191	1907	1468	1
2192	2388	2102	1
2193	2388	2611	1
2194	2388	1728	1
2195	23	1001	1
2196	2144	1523	1
2197	338	1836	1
2198	204	1729	1
2199	204	2650	1
2200	2257	1699	1
2201	378	2019	1
2202	1669	1357	1
2203	2308	596	1
2204	2734	596	1
2205	2734	1523	1
2206	2734	1207	1
2207	2734	1699	1
2208	2734	303	1
2209	2734	2412	1
2210	2375	29	1
2211	2375	1471	1
2212	2375	1468	1
2213	2445	1471	1
2214	2445	460	1
2215	2445	2346	1
2216	982	2060	1
2217	1228	781	1
2218	489	1836	1
2219	489	2571	1
2220	489	2591	1
2221	489	1981	1
2222	489	1523	1
2223	489	2611	1
2224	489	1306	1
2225	489	140	1
2226	1988	2650	1
2227	146	1789	1
2228	1983	1146	1
2229	1983	2650	1
2230	1983	1357	1
2231	1548	813	1
2232	1548	2053	1
2233	1548	1936	1
2234	1548	353	1
2235	1548	2204	1
2236	1548	2207	1
2237	1548	1127	1
2238	1525	813	1
2239	1525	1459	1
2240	1525	1142	1
2241	1525	1207	1
2242	1525	2212	1
2243	1525	303	1
2244	0	813	1
2245	0	2162	1
2246	213	813	1
2247	213	1253	1
2248	213	1471	1
2249	213	1001	1
2250	213	2	1
2251	263	1789	1
2252	955	550	1
2253	955	2411	1
2254	1874	331	1
2255	1874	1170	1
2256	841	1357	1
2257	1848	1699	1
2258	1848	1001	1
2259	2523	1292	1
2260	719	1059	1
2261	2275	1789	1
2262	2275	1357	1
2263	1747	1292	1
2264	1747	227	1
2265	2444	2095	1
2266	2444	1471	1
2267	2444	227	1
2268	2444	1468	1
2269	1162	1207	1
2270	1162	303	1
2271	408	1468	1
2272	2438	2095	1
2273	2438	1523	1
2274	2438	1471	1
2275	2438	894	1
2276	2438	2379	1
2277	2438	1468	1
2278	2438	2650	1
2279	1919	156	1
2280	2533	2102	1
2281	124	1142	1
2282	124	1523	1
2283	124	2004	1
2284	124	1467	1
2285	2337	596	1
2286	2337	690	1
2287	94	1836	1
2288	2425	1789	1
2289	2607	1471	1
2290	2607	1001	1
2291	2600	2454	1
2292	171	851	1
2293	171	2673	1
2294	171	1699	1
2295	171	1468	1
2296	171	2650	1
2297	2229	1296	1
2298	1208	2650	1
2299	46	2019	1
2300	46	1468	1
2301	1427	2095	1
2302	1427	1471	1
2303	1337	1201	1
2304	2661	1523	1
2305	2661	1471	1
2306	1465	1523	1
2307	1834	1699	1
2308	374	1142	1
2309	374	1523	1
2310	374	2004	1
2311	374	674	1
2312	1048	1699	1
2313	58	2454	1
2314	58	573	1
2315	58	1135	1
2316	823	1468	1
2317	194	850	1
2318	2720	1738	1
2319	700	1836	1
2320	700	1357	1
2321	636	1471	1
2322	2061	1789	1
2323	138	1699	1
2324	888	1699	1
2325	888	1468	1
2326	1999	88	1
2327	1400	1523	1
2328	1153	1789	1
2329	746	2592	1
2330	746	1542	1
2331	715	1523	1
2332	514	1523	1
2333	514	1468	1
2334	2702	1523	1
2335	2702	1357	1
2336	744	2494	1
2337	744	1613	1
2338	744	1523	1
2339	744	1471	1
2340	744	2669	1
2341	744	747	1
2342	744	2008	1
2343	744	1468	1
2344	765	1459	1
2345	6	1523	1
2346	6	1789	1
2347	816	1729	1
2348	816	1789	1
2349	816	1357	1
2350	815	1357	1
2351	1424	1523	1
2352	616	1699	1
2353	2292	1468	1
2354	182	1259	1
2355	693	1523	1
2356	568	1523	1
2357	451	1471	1
2358	268	1459	1
2359	268	596	1
2360	2052	1459	1
2361	1748	1523	1
2362	2015	596	1
2363	2015	690	1
2364	2073	2625	1
2365	1230	1376	1
2366	1230	550	1
2367	1783	1523	1
2368	2426	1142	1
2369	2426	2004	1
2370	2426	1357	1
2371	151	1789	1
2372	151	1357	1
2373	360	1699	1
2374	360	1471	1
2375	1753	88	1
2376	44	1471	1
2377	44	2053	1
2378	578	952	1
2379	1912	1471	1
2380	1912	850	1
2381	1912	2650	1
2382	2088	550	1
2383	1594	1142	1
2384	1594	2004	1
2385	1594	2650	1
2386	1078	1023	1
2387	1078	1134	1
2388	86	1471	1
2389	86	1468	1
2390	923	2379	1
2391	923	1468	1
2392	923	2650	1
2393	2163	894	1
2394	2163	2379	1
2395	2163	550	1
2396	2163	850	1
2397	2163	1468	1
2398	2163	2650	1
2399	1969	1433	1
2400	1969	1459	1
2401	1969	1207	1
2402	1969	1207	1
2403	1969	1207	1
2404	1969	1207	1
2405	1969	303	1
2406	1969	299	1
2407	1969	958	1
2408	1969	550	1
2409	1969	1468	1
2410	1256	1433	1
2411	1256	1459	1
2412	1256	1207	1
2413	1256	1207	1
2414	1256	1207	1
2415	1256	1207	1
2416	1256	303	1
2417	1256	958	1
2418	1256	550	1
2419	1256	2186	1
2420	1256	1468	1
2421	1256	2162	1
2422	821	1699	1
2423	983	1836	1
2424	983	1729	1
2425	983	1523	1
2426	983	1468	1
2427	2117	1523	1
2428	2477	1471	1
2429	2432	1459	1
2430	2415	1471	1
2431	141	1471	1
2432	1116	1523	1
2433	1116	550	1
2434	1804	2109	1
2435	1804	2624	1
2436	556	2379	1
2437	1008	1196	1
2438	1731	1789	1
2439	1731	1357	1
2440	2156	1471	1
2441	2156	1685	1
2442	1823	1085	1
2443	1823	1561	1
2444	2313	2563	1
2445	471	894	1
2446	471	2379	1
2447	471	645	1
2448	471	850	1
2449	471	1357	1
2450	186	137	1
2451	433	1468	1
2452	1686	1468	1
2453	1686	2650	1
2454	2406	1699	1
2455	448	1468	1
2456	1489	2048	1
2457	1489	813	1
2458	1489	2053	1
2459	1886	596	1
2460	1886	1985	1
2461	2537	805	1
2462	2537	1138	1
2463	783	1468	1
2464	1448	779	1
2465	1448	1517	1
2466	2082	1259	1
2467	2082	1253	1
2468	2082	1240	1
2469	2082	1207	1
2470	2082	1471	1
2471	2082	1001	1
2472	2082	1113	1
2473	2082	1468	1
2474	2082	2025	1
2475	2082	475	1
2476	2082	1658	1
2477	2082	2	1
2478	217	2053	1
2479	217	88	1
2480	217	550	1
2481	217	1468	1
2482	1402	2040	1
2483	1402	2638	1
2484	1402	1012	1
2485	1837	1523	1
2486	1837	1001	1
2487	1837	2611	1
2488	1837	1468	1
2489	1837	2650	1
2490	1776	621	1
2491	2177	1287	1
2492	2177	2463	1
2493	2177	1831	1
2494	2177	2475	1
2495	2177	1059	1
2496	1688	850	1
2497	2520	1471	1
2498	2520	340	1
2499	2517	931	1
2500	2517	391	1
2501	2517	1001	1
2502	2517	1196	1
2503	2517	233	1
2504	1589	1085	1
2505	1589	550	1
2506	1589	1561	1
2507	830	1207	1
2508	830	303	1
2509	2635	2028	1
2510	906	1662	1
2511	906	389	1
2512	906	1523	1
2513	906	2102	1
2514	906	2669	1
2515	768	29	1
2516	913	1468	1
2517	2249	1468	1
2518	1204	1468	1
2519	2021	2493	1
2520	2021	1662	1
2521	2021	389	1
2522	2021	1240	1
2523	2021	1523	1
2524	2021	228	1
2525	2021	894	1
2526	2021	2185	1
2527	2021	2008	1
2528	2021	1083	1
2529	2021	2605	1
2530	2021	2162	1
2531	2021	1545	1
2532	1097	389	1
2533	1097	1523	1
2534	1097	1471	1
2535	1097	228	1
2536	1097	894	1
2537	2091	2650	1
2538	1442	910	1
2539	1442	1523	1
2540	1442	1468	1
2541	1251	1699	1
2542	2530	1699	1
2543	2530	1699	1
2544	984	1523	1
2545	1649	1001	1
2546	1212	1142	1
2547	1212	2004	1
2548	1212	674	1
2549	897	1471	1
2550	2099	2454	1
2551	153	1142	1
2552	153	1467	1
2553	1216	228	1
2554	1216	2379	1
2555	1216	1083	1
2556	1765	2379	1
2557	503	1699	1
2558	757	1985	1
2559	2280	2095	1
2560	2548	2165	1
2561	2548	2379	1
2562	2548	1468	1
2563	2548	2650	1
2564	2548	227	1
2565	513	384	1
2566	2616	1159	1
2567	1195	1523	1
2568	2126	1468	1
2569	2470	1357	1
2570	734	1471	1
2571	734	227	1
2572	743	2454	1
2573	1598	2053	1
2574	1598	1468	1
2575	282	1471	1
2576	536	1468	1
2577	361	1523	1
2578	1673	2454	1
2579	2094	2493	1
2580	2094	1789	1
2581	1644	8	1
2582	61	2379	1
2583	61	1072	1
2584	1762	227	1
2585	1727	1699	1
2586	1330	2493	1
2587	1036	1468	1
2588	248	1789	1
2589	248	1357	1
2590	1133	1523	1
2591	264	2379	1
2592	264	792	1
2593	264	2605	1
2594	264	581	1
2595	2066	120	1
2596	2066	1517	1
2597	2066	779	1
2598	1955	1523	1
2599	555	1662	1
2600	555	389	1
2601	555	1471	1
2602	555	228	1
2603	555	894	1
2604	555	2008	1
2605	1965	1308	1
2606	2225	1523	1
2607	622	1001	1
2608	834	120	1
2609	2630	1471	1
2610	356	1007	1
2611	356	898	1
2612	356	1142	1
2613	356	1471	1
2614	356	2004	1
2615	356	1467	1
2616	1996	1001	1
2617	2239	2053	1
2618	2483	1296	1
2619	2483	1001	1
2620	1444	2454	1
2621	1163	195	1
2622	1163	1662	1
2623	1163	1012	1
2624	1163	389	1
2625	1163	1022	1
2626	1163	2454	1
2627	1163	2102	1
2628	1163	2611	1
2629	1163	2669	1
2630	1163	894	1
2631	1163	2379	1
2632	1163	2605	1
2633	1163	1468	1
2634	1163	227	1
2635	1016	1459	1
2636	2064	1468	1
2637	2371	1468	1
2638	1549	1468	1
2639	2301	1523	1
2640	2301	2053	1
2641	1896	1468	1
2642	2258	1789	1
2643	53	1306	1
2644	53	2025	1
2645	1288	1471	1
2646	1811	2563	1
2647	1800	1142	1
2648	1800	431	1
2649	2034	1699	1
2650	741	910	1
2651	796	1789	1
2652	348	2493	1
2653	348	1662	1
2654	348	389	1
2655	348	1240	1
2656	348	228	1
2657	348	894	1
2658	348	2185	1
2659	348	2008	1
2660	348	1083	1
2661	348	2605	1
2662	348	2162	1
2663	348	1545	1
2664	697	1468	1
2665	2259	2411	1
2666	1639	524	1
2667	180	524	1
2668	484	550	1
2669	1950	2379	1
2670	1847	1471	1
2671	723	2638	1
2672	723	1012	1
2673	1499	1468	1
2674	1948	389	1
2675	258	2411	1
2676	1633	2102	1
2677	1633	2669	1
2678	2218	2053	1
2679	526	1210	1
2680	1440	1789	1
2681	1067	2611	1
2682	853	5	1
2683	2686	596	1
2684	13	894	1
2685	13	2605	1
2686	13	2650	1
2687	13	2305	1
2688	13	581	1
2689	13	2379	1
2690	13	1836	1
2691	13	1471	1
2692	13	2095	1
2693	517	1142	1
2694	517	674	1
2695	2572	1459	1
2696	1101	2190	1
2697	1101	1819	1
2698	1101	1523	1
2699	1810	1467	1
2700	1810	1142	1
2701	1060	550	1
2702	1496	2155	1
2703	1496	1456	1
2704	1496	2669	1
2705	1496	1471	1
2706	1298	1468	1
2707	2429	2650	1
2708	412	894	1
2709	412	228	1
2710	412	389	1
2711	412	1523	1
2712	412	1662	1
2713	412	2008	1
2714	1632	227	1
2715	1632	1468	1
2716	2622	1207	1
2717	2622	2729	1
2718	2622	391	1
2719	2622	233	1
2720	2622	1236	1
2721	2622	314	1
2722	2622	1196	1
2723	2622	931	1
2724	866	1006	1
2725	1336	1471	1
2726	1470	1220	1
2727	1058	227	1
2728	134	1142	1
2729	134	674	1
2730	307	1001	1
2731	1933	2650	1
2732	2738	1468	1
2733	1932	2650	1
2734	2334	110	1
2735	1631	1523	1
2736	2184	2379	1
2737	2527	2396	1
2738	2527	1207	1
2739	2527	303	1
2740	95	1001	1
2741	464	1468	1
2742	924	1210	1
2743	14	1468	1
2744	2488	1142	1
2745	2488	674	1
2746	2488	227	1
2747	2488	2004	1
2748	1077	1468	1
2749	1077	524	1
2750	1610	1789	1
2751	852	2379	1
2752	1128	1459	1
2753	1128	1142	1
2754	2407	2650	1
2755	2407	1836	1
2756	2407	1523	1
2757	1373	1459	1
2758	1695	894	1
2759	1695	1477	1
2760	1695	2185	1
2761	1695	2379	1
2762	1074	2466	1
2763	325	1789	1
2764	325	1357	1
2765	1348	1523	1
2766	2687	2379	1
2767	504	2650	1
2768	504	1523	1
2769	504	1471	1
2770	1051	1468	1
2771	1426	550	1
2772	2643	1985	1
2773	166	1072	1
2774	1895	1142	1
2775	1895	2004	1
2776	1815	1468	1
