	protein_sequence1	protein_sequence2	interaction
1463	862	826	1
1464	943	1682	1
1465	943	456	1
1466	943	1229	1
1467	943	45	1
1468	943	603	1
1469	943	1171	1
1470	943	2052	1
1471	943	2553	1
1472	943	683	1
1473	943	1798	1
1474	943	1329	1
1475	1252	2047	1
1476	1252	456	1
1477	1252	1229	1
1478	1252	1061	1
1479	1252	1402	1
1480	69	2553	1
1481	411	1365	1
1482	411	2553	1
1483	981	2093	1
1484	981	1646	1
1485	981	1866	1
1486	981	826	1
1487	981	1229	1
1488	773	1229	1
1489	1837	826	1
1490	1086	60	1
1491	1086	565	1
1492	1086	526	1
1493	1086	2553	1
1494	1129	1365	1
1495	1129	683	1
1496	2060	1365	1
1497	922	425	1
1498	922	2588	1
1499	922	683	1
1500	922	1841	1
1501	2222	2047	1
1502	2222	456	1
1503	2222	1229	1
1504	2222	1061	1
1505	2222	603	1
1506	2222	2553	1
1507	2222	742	1
1508	2222	1402	1
1509	1749	2553	1
1510	1749	683	1
1511	527	1365	1
1512	527	1984	1
1513	527	683	1
1514	2693	2093	1
1515	2693	425	1
1516	2693	2588	1
1517	2693	1365	1
1518	2693	456	1
1519	2693	1229	1
1520	2693	45	1
1521	2693	1293	1
1522	2693	1779	1
1523	2693	603	1
1524	2693	2553	1
1525	2693	683	1
1526	1311	1365	1
1527	1311	683	1
1528	1203	1365	1
1529	1203	456	1
1530	1203	1232	1
1531	1203	683	1
1532	1203	1841	1
1533	191	1984	1
1534	11	1984	1
1535	11	1229	1
1536	11	2553	1
1537	2714	1984	1
1538	185	683	1
1539	839	456	1
1540	839	2052	1
1541	951	2220	1
1542	70	1365	1
1543	70	683	1
1544	70	1841	1
1545	870	826	1
1546	2394	2553	1
1547	552	1365	1
1548	552	1984	1
1549	552	456	1
1550	552	683	1
1551	552	2553	1
1552	1766	2047	1
1553	1766	336	1
1554	1766	2553	1
1555	696	2093	1
1556	696	1365	1
1557	696	1312	1
1558	696	1333	1
1559	696	45	1
1560	696	603	1
1561	1886	1365	1
1562	1886	2553	1
1563	1886	1841	1
1564	205	1365	1
1565	205	1984	1
1566	205	2470	1
1567	205	2553	1
1568	205	683	1
1569	1002	2302	1
1570	1002	2093	1
1571	1002	1365	1
1572	1002	1984	1
1573	1002	1333	1
1574	1002	456	1
1575	1002	1229	1
1576	1002	226	1
1577	1002	1061	1
1578	1002	1779	1
1579	1002	603	1
1580	1002	1171	1
1581	1002	711	1
1582	1002	477	1
1583	1002	1232	1
1584	1002	935	1
1585	1002	277	1
1586	1002	186	1
1587	1459	2302	1
1588	1459	1365	1
1589	1459	826	1
1590	1459	1984	1
1591	1459	456	1
1592	1459	1061	1
1593	1459	711	1
1594	1459	683	1
1595	1459	2647	1
1596	470	2220	1
1597	2724	826	1
1598	2724	1984	1
1599	2724	2220	1
1600	661	2093	1
1601	661	1365	1
1602	661	1285	1
1603	661	2047	1
1604	661	1984	1
1605	661	45	1
1606	661	603	1
1607	661	683	1
1608	661	277	1
1609	661	1841	1
1610	661	2553	1
1611	1847	683	1
1612	2224	1365	1
1613	2224	456	1
1614	2224	1229	1
1615	2224	1841	1
1616	1942	1984	1
1617	1942	683	1
1618	1565	1365	1
1619	1565	2553	1
1620	1565	1841	1
1621	740	2553	1
1622	10	1365	1
1623	10	935	1
1624	10	1841	1
1625	556	1229	1
1626	2243	826	1
1627	686	291	1
1628	686	1171	1
1629	686	1071	1
1630	686	1134	1
1631	686	1664	1
1632	686	1952	1
1633	686	33	1
1634	686	617	1
1635	430	1229	1
1636	150	1365	1
1637	150	1841	1
1638	2150	1365	1
1639	2150	2553	1
1640	2150	683	1
1641	2150	1841	1
1642	2680	1365	1
1643	78	1365	1
1644	78	1984	1
1645	78	1841	1
1646	799	1365	1
1647	799	683	1
1648	799	1841	1
1649	2055	1365	1
1650	2055	2553	1
1651	2055	683	1
1652	2055	1841	1
1653	2268	1365	1
1654	2268	291	1
1655	2268	391	1
1656	2268	1229	1
1657	2268	1278	1
1658	2268	1936	1
1659	2234	1984	1
1660	2236	1266	1
1661	1609	1983	1
1662	1609	2047	1
1663	1609	336	1
1664	1609	391	1
1665	1609	2517	1
1666	1609	1779	1
1667	819	854	1
1668	1803	100	1
1669	725	2047	1
1670	725	456	1
1671	725	1229	1
1672	725	1061	1
1673	725	603	1
1674	725	2553	1
1675	725	277	1
1676	725	1402	1
1677	313	2625	1
1678	313	1984	1
1679	1960	2580	1
1680	1960	1559	1
1681	1960	2076	1
1682	1960	658	1
1683	1960	658	1
1684	1960	658	1
1685	1960	291	1
1686	1960	2047	1
1687	1960	1033	1
1688	1960	1171	1
1689	1960	578	1
1690	2691	711	1
1691	2691	1652	1
1692	2691	1743	1
1693	2691	2737	1
1694	14	1841	1
1695	1162	2487	1
1696	1162	33	1
1697	1162	2553	1
1698	1162	1071	1
1699	1162	1134	1
1700	1162	1952	1
1701	1162	1664	1
1702	1992	1841	1
1703	695	1229	1
1704	2478	826	1
1705	2478	1984	1
1706	2478	2052	1
1707	2478	2553	1
1708	944	291	1
1709	1445	2093	1
1710	1445	1365	1
1711	1445	1312	1
1712	1445	1333	1
1713	1445	45	1
1714	1445	603	1
1715	2404	826	1
1716	1489	2495	1
1717	1489	291	1
1718	1489	2226	1
1719	1489	1427	1
1720	1489	1229	1
1721	1489	1557	1
1722	1489	1578	1
1723	1965	1511	1
1724	1965	2594	1
1725	1965	1522	1
1726	1965	597	1
1727	1965	2553	1
1728	2051	1682	1
1729	2051	1365	1
1730	2051	2502	1
1731	2051	826	1
1732	2051	456	1
1733	2051	1229	1
1734	2051	45	1
1735	2051	603	1
1736	2051	2052	1
1737	2051	2553	1
1738	2051	1841	1
1739	376	1984	1
1740	376	2737	1
1741	570	48	1
1742	747	2302	1
1743	747	425	1
1744	747	2588	1
1745	747	1365	1
1746	747	2047	1
1747	747	826	1
1748	747	1984	1
1749	747	1042	1
1750	747	355	1
1751	747	1333	1
1752	747	2391	1
1753	747	456	1
1754	747	1229	1
1755	747	603	1
1756	747	477	1
1757	747	1232	1
1758	747	386	1
1759	747	742	1
1760	747	2553	1
1761	2247	291	1
1762	913	1984	1
1763	913	2553	1
1764	913	683	1
1765	946	1984	1
1766	946	1229	1
1767	15	1682	1
1768	15	1337	1
1769	15	1984	1
1770	15	2391	1
1771	15	456	1
1772	15	1229	1
1773	15	226	1
1774	15	742	1
1775	15	2553	1
1776	378	116	1
1777	378	1984	1
1778	378	1633	1
1779	378	2737	1
1780	378	990	1
1781	1461	2302	1
1782	1461	1365	1
1783	1461	60	1
1784	1461	1333	1
1785	1461	477	1
1786	745	2226	1
1787	84	423	1
1788	1023	2553	1
1789	2280	900	1
1790	2280	956	1
1791	2337	2076	1
1792	957	2226	1
1793	957	48	1
1794	2660	826	1
1795	1977	1646	1
1796	1977	742	1
1797	1053	2487	1
1798	2535	383	1
1799	978	425	1
1800	978	2588	1
1801	978	1337	1
1802	978	1079	1
1803	978	2553	1
1804	977	1337	1
1805	246	1646	1
1806	246	826	1
1807	246	1984	1
1808	246	2487	1
1809	246	2553	1
1810	1492	711	1
1811	583	423	1
1812	583	48	1
1813	2432	1229	1
1814	1770	2671	1
1815	2618	1395	1
1816	1656	1984	1
1817	1889	742	1
1818	2443	1365	1
1819	2443	2553	1
1820	2443	683	1
1821	2443	1841	1
1822	9	1365	1
1823	9	1841	1
1824	1700	383	1
1825	1712	1984	1
1826	1712	456	1
1827	1712	1229	1
1828	1093	1365	1
1829	1093	2553	1
1830	1093	1841	1
1831	1814	973	1
1832	1814	2052	1
1833	2681	2302	1
1834	2681	1365	1
1835	2681	1984	1
1836	2681	1333	1
1837	2681	477	1
1838	1885	128	1
1839	1885	2553	1
1840	1812	48	1
1841	1777	2513	1
1842	143	1333	1
1843	143	2148	1
1844	143	226	1
1845	143	477	1
1846	143	386	1
1847	143	2553	1
1848	466	1371	1
1849	466	294	1
1850	466	826	1
1851	466	1395	1
1852	466	230	1
1853	466	204	1
1854	637	2559	1
1855	2453	553	1
1856	1564	2553	1
1857	1193	186	1
1858	1193	683	1
1859	1324	23	1
1860	593	1171	1
1861	2407	1682	1
1862	2407	1365	1
1863	2407	617	1
1864	2407	1984	1
1865	2407	456	1
1866	2407	1229	1
1867	2407	45	1
1868	2407	2148	1
1869	2407	603	1
1870	2407	477	1
1871	2407	683	1
1872	2407	1798	1
1873	1957	617	1
1874	1957	617	1
1875	1957	617	1
1876	1957	617	1
1877	1957	826	1
1878	1775	2037	1
1879	1775	1984	1
1880	1012	186	1
1881	1012	1984	1
1882	770	1511	1
1883	770	116	1
1884	770	1633	1
1885	2211	2408	1
1886	2211	683	1
1887	1536	2553	1
1888	2145	128	1
1889	2145	2553	1
1890	2634	826	1
1891	242	2553	1
1892	1127	1984	1
1893	1127	355	1
1894	492	826	1
1895	2343	658	1
1896	1671	1984	1
1897	1721	526	1
1898	1721	2454	1
1899	2610	1337	1
1900	2065	386	1
1901	2065	1484	1
1902	2065	1682	1
1903	2065	2402	1
1904	2065	2436	1
1905	2065	1229	1
1906	2065	226	1
1907	2065	961	1
1908	2065	204	1
1909	2065	277	1
1910	437	1365	1
1911	601	2047	1
1912	601	677	1
1913	2433	2047	1
1914	2433	1984	1
1915	2433	1402	1
1916	542	2495	1
1917	542	394	1
1918	542	48	1
1919	1750	1365	1
1920	1750	1984	1
1921	1750	2553	1
1922	1750	1841	1
1923	624	2553	1
1924	1241	2226	1
1925	1241	48	1
1926	690	1171	1
1927	335	826	1
1928	1569	2168	1
1929	2116	826	1
1930	1317	276	1
1931	1011	2567	1
1932	1011	2705	1
1933	1011	1967	1
1934	852	1015	1
1935	769	1984	1
1936	769	683	1
1937	769	2553	1
1938	2405	1595	1
1939	2405	1353	1
1940	2405	1085	1
1941	2405	774	1
1942	2405	286	1
1943	2405	633	1
1944	2244	2226	1
1945	2244	1171	1
1946	1519	386	1
1947	1519	2302	1
1948	1519	425	1
1949	1519	2588	1
1950	1519	355	1
1951	1519	1333	1
1952	1519	2391	1
1953	1519	477	1
1954	1519	1229	1
1955	1519	742	1
1956	1706	2081	1
1957	1706	1015	1
1958	1706	1171	1
1959	1706	1078	1
1960	2293	1427	1
1961	2293	2511	1
1962	2504	291	1
1963	2504	2052	1
1964	2527	425	1
1965	2527	2588	1
1966	2527	2537	1
1967	2527	2553	1
1968	2527	742	1
1969	1284	826	1
1970	1084	1365	1
1971	1084	683	1
1972	1084	2553	1
1973	1084	1841	1
1974	2599	826	1
1975	2599	2240	1
1976	2599	2553	1
1977	1255	60	1
1978	1032	1984	1
1979	1032	1229	1
1980	1032	683	1
1981	640	507	1
1982	640	2536	1
1983	640	2197	1
1984	640	1295	1
1985	640	2553	1
1986	2460	2047	1
1987	2460	677	1
1988	2560	2047	1
1989	2560	677	1
1990	2361	683	1
1991	2361	2052	1
1992	657	1365	1
1993	657	2052	1
1994	1802	1682	1
1995	1802	1365	1
1996	1802	617	1
1997	1802	291	1
1998	1802	1984	1
1999	1802	456	1
2000	1802	1229	1
2001	1802	45	1
2002	1802	603	1
2003	1802	169	1
2004	1802	2052	1
2005	1802	683	1
2006	1802	1798	1
2007	1802	1841	1
2008	2595	355	1
2009	2595	2226	1
2010	2595	48	1
2011	1731	425	1
2012	1731	2588	1
2013	1731	1449	1
2014	1731	2423	1
2015	1731	2047	1
2016	1731	336	1
2017	1731	456	1
2018	1731	1229	1
2019	1731	45	1
2020	2654	826	1
2021	358	332	1
2022	443	186	1
2023	2149	1646	1
2024	2149	826	1
2025	2149	2391	1
2026	2149	2553	1
2027	2149	683	1
2028	2562	973	1
2029	797	294	1
2030	797	2266	1
2031	797	1085	1
2032	797	1511	1
2033	797	2492	1
2034	797	2047	1
2035	797	826	1
2036	797	3	1
2037	797	526	1
2038	797	2195	1
2039	797	811	1
2040	797	1710	1
2041	797	1256	1
2042	304	2226	1
2043	1251	1761	1
2044	2303	603	1
2045	516	826	1
2046	1585	2553	1
2047	1791	2553	1
2048	2510	1427	1
2049	2510	333	1
2050	2510	1006	1
2051	2510	2511	1
2052	1224	23	1
2053	1224	936	1
2054	1224	2495	1
2055	1224	60	1
2056	2738	1072	1
2057	2738	1072	1
2058	2738	157	1
2059	2738	2637	1
2060	2738	2047	1
2061	2738	826	1
2062	2738	3	1
2063	1314	1768	1
2064	153	1646	1
2065	560	2047	1
2066	560	1984	1
2067	560	677	1
2068	2050	1559	1
2069	1840	291	1
2070	2136	1682	1
2071	2136	826	1
2072	2136	1984	1
2073	2136	456	1
2074	2136	1229	1
2075	2136	1841	1
2076	2136	45	1
2077	2136	603	1
2078	2136	2052	1
2079	2136	1798	1
2080	1672	1682	1
2081	1672	2099	1
2082	1672	826	1
2083	1672	1984	1
2084	1672	456	1
2085	1672	1229	1
2086	1672	1841	1
2087	1672	45	1
2088	1672	603	1
2089	1672	2052	1
2090	1672	683	1
2091	1980	60	1
2092	1980	2553	1
2093	1360	2553	1
2094	967	23	1
2095	967	23	1
2096	967	23	1
2097	967	100	1
2098	967	383	1
2099	967	453	1
2100	967	453	1
2101	967	1234	1
2102	2087	2047	1
2103	2087	677	1
2104	753	1353	1
2105	753	2664	1
2106	753	1085	1
2107	753	774	1
2108	753	2492	1
2109	753	286	1
2110	753	2568	1
2111	753	1204	1
2112	753	928	1
2113	753	479	1
2114	753	1858	1
2115	753	2192	1
2116	1545	241	1
2117	13	241	1
2118	2286	1984	1
2119	467	2553	1
2120	2045	826	1
2121	2378	1788	1
2122	2378	2661	1
2123	2378	1234	1
2124	538	186	1
2125	538	1484	1
2126	538	2302	1
2127	1877	2371	1
2128	1898	1101	1
2129	2079	48	1
2130	1202	60	1
2131	1800	1984	1
2132	2563	2661	1
2133	1207	48	1
2134	731	2226	1
2135	731	48	1
2136	1514	355	1
2137	359	456	1
2138	359	1229	1
2139	359	45	1
2140	359	2052	1
2141	359	683	1
2142	1660	1893	1
2143	1440	291	1
2144	1440	1006	1
2145	2739	425	1
2146	2739	2588	1
2147	2739	60	1
2148	2739	742	1
2149	356	2196	1
2150	822	383	1
2151	822	1893	1
2152	390	1061	1
2153	390	1743	1
2154	1154	1229	1
2155	340	2220	1
2156	340	2553	1
2157	340	683	1
2158	1613	60	1
2159	2044	294	1
2160	2044	2664	1
2161	2044	1085	1
2162	2044	914	1
2163	2044	2492	1
2164	2044	617	1
2165	2044	1122	1
2166	450	1984	1
2167	1306	1365	1
2168	1035	1365	1
2169	1153	2553	1
2170	2532	742	1
2171	2532	2553	1
2172	1839	1682	1
2173	1839	60	1
2174	2491	474	1
2175	1689	2502	1
2176	1689	456	1
2177	1689	1229	1
2178	1689	45	1
2179	1689	2052	1
2180	1689	1798	1
2181	1181	2536	1
2182	631	826	1
2183	631	2391	1
2184	631	2553	1
2185	898	2047	1
2186	898	1984	1
2187	898	336	1
2188	898	2553	1
2189	1919	2671	1
2190	1919	1522	1
2191	1919	2553	1
2192	1094	1333	1
2193	1094	2391	1
2194	1094	2406	1
2195	952	1101	1
2196	1601	826	1
2197	259	1646	1
2198	2158	2502	1
2199	2158	683	1
2200	2253	60	1
2201	1562	1447	1
2202	2614	48	1
2203	280	383	1
2204	500	383	1
2205	500	826	1
2206	500	617	1
2207	500	60	1
2208	500	1122	1
2209	500	565	1
2210	844	1337	1
2211	844	1984	1
2212	844	2553	1
2213	798	1984	1
2214	798	1042	1
2215	798	255	1
2216	2181	2206	1
2217	883	453	1
2218	763	1646	1
2219	763	1268	1
2220	763	2172	1
2221	763	1692	1
2222	763	826	1
2223	763	2391	1
2224	763	1005	1
2225	763	2726	1
2226	2017	683	1
2227	2628	2226	1
2228	564	658	1
2229	564	683	1
2230	564	48	1
2231	61	1668	1
2232	61	2487	1
2233	61	1134	1
2234	61	33	1
2235	61	1664	1
2236	61	1071	1
2237	61	1952	1
2238	1375	1668	1
2239	1375	291	1
2240	1375	2047	1
2241	1375	617	1
2242	1375	993	1
2243	1375	1122	1
2244	2586	1668	1
2245	2586	935	1
2246	2327	1668	1
2247	2327	1411	1
2248	2327	1984	1
2249	2327	1101	1
2250	2327	2122	1
2251	428	2226	1
2252	156	1171	1
2253	156	2313	1
2254	2126	1727	1
2255	2126	1813	1
2256	1243	48	1
2257	2455	60	1
2258	2455	1101	1
2259	2731	973	1
2260	1751	2197	1
2261	2120	2226	1
2262	2120	48	1
2263	1914	973	1
2264	1914	742	1
2265	1120	1682	1
2266	1120	1984	1
2267	1120	742	1
2268	1120	2553	1
2269	1968	617	1
2270	1968	1122	1
2271	483	2553	1
2272	2265	1682	1
2273	2265	826	1
2274	2265	1984	1
2275	2265	456	1
2276	2265	1229	1
2277	2265	2553	1
2278	2265	683	1
2279	547	984	1
2280	1982	1333	1
2281	821	2047	1
2282	821	826	1
2283	821	336	1
2284	821	677	1
2285	1344	383	1
2286	1344	1261	1
2287	743	1646	1
2288	2685	2226	1
2289	529	1984	1
2290	529	1101	1
2291	1821	355	1
2292	273	1353	1
2293	273	774	1
2294	273	60	1
2295	273	2553	1
2296	273	683	1
2297	338	2037	1
2298	502	683	1
2299	2582	1447	1
2300	2582	2553	1
2301	1390	1682	1
2302	1390	1984	1
2303	1774	1295	1
2304	219	826	1
2305	219	1984	1
2306	889	826	1
2307	2393	60	1
2308	2616	2047	1
2309	2616	826	1
2310	2616	336	1
2311	2616	1402	1
2312	236	60	1
2313	2127	355	1
2314	2127	1710	1
2315	2127	1256	1
2316	1599	2553	1
2317	2083	2052	1
2318	1294	1559	1
2319	2686	1646	1
2320	2686	48	1
2321	1474	1984	1
2322	995	2226	1
2323	215	60	1
2324	1389	60	1
2325	1389	2553	1
2326	1807	1522	1
2327	1806	826	1
2328	2529	2226	1
2329	1441	1312	1
2330	1441	287	1
2331	1581	826	1
2332	206	826	1
2333	206	2553	1
2334	1279	826	1
2335	1279	48	1
2336	2476	2216	1
2337	2476	574	1
2338	2476	826	1
2339	2476	1984	1
2340	2476	477	1
2341	2476	1191	1
2342	2476	1061	1
2343	2476	2553	1
2344	706	291	1
2345	1881	826	1
2346	1881	2226	1
2347	79	2502	1
2348	79	2226	1
2349	79	48	1
2350	1887	48	1
2351	2600	826	1
2352	290	60	1
2353	2219	2553	1
2354	1237	921	1
2355	805	826	1
2356	274	826	1
2357	1377	1984	1
2358	783	291	1
2359	783	383	1
2360	1143	291	1
2361	1572	826	1
2362	2386	383	1
2363	2386	1261	1
2364	566	1449	1
2365	2684	1650	1
2366	2684	1171	1
2367	421	826	1
2368	2171	2047	1
2369	2171	336	1
2370	2171	48	1
2371	735	2226	1
2372	735	48	1
2373	1270	60	1
2374	1270	1984	1
2375	1648	1522	1
2376	1247	1984	1
2377	1247	2487	1
2378	2663	1462	1
2379	1196	1984	1
2380	1196	2052	1
2381	1196	683	1
2382	1105	1171	1
2383	1448	2047	1
2384	1448	336	1
2385	1448	683	1
2386	1550	2737	1
2387	1550	1078	1
2388	1439	1984	1
2389	1439	2553	1
2390	426	1229	1
2391	426	2553	1
2392	426	683	1
2393	2113	456	1
2394	2113	1229	1
2395	2113	1171	1
2396	2113	2052	1
2397	2113	2553	1
2398	2113	683	1
2399	790	2402	1
2400	790	291	1
2401	790	617	1
2402	790	617	1
2403	790	617	1
2404	790	617	1
2405	790	1122	1
2406	790	276	1
2407	790	2436	1
2408	790	1171	1
2409	790	2553	1
2410	1016	2402	1
2411	1016	291	1
2412	1016	617	1
2413	1016	617	1
2414	1016	617	1
2415	1016	617	1
2416	1016	1122	1
2417	1016	2436	1
2418	1016	1171	1
2419	1016	1205	1
2420	1016	2553	1
2421	1016	935	1
2422	1178	60	1
2423	2683	1646	1
2424	2683	2502	1
2425	2683	826	1
2426	2683	2553	1
2427	275	826	1
2428	2077	1984	1
2429	2310	291	1
2430	1795	1984	1
2431	1592	1984	1
2432	843	826	1
2433	843	1171	1
2434	2048	2483	1
2435	2048	194	1
2436	2000	1229	1
2437	2350	1395	1
2438	509	2226	1
2439	509	48	1
2440	2101	1984	1
2441	2101	1557	1
2442	2425	1427	1
2443	2425	2511	1
2444	1379	854	1
2445	2629	456	1
2446	2629	1229	1
2447	2629	45	1
2448	2629	2052	1
2449	2629	48	1
2450	2525	149	1
2451	2417	2553	1
2452	317	2553	1
2453	317	683	1
2454	323	60	1
2455	2005	2553	1
2456	2418	1804	1
2457	2418	1668	1
2458	2418	2487	1
2459	307	383	1
2460	307	2148	1
2461	125	2492	1
2462	125	2024	1
2463	1150	2553	1
2464	1036	699	1
2465	1036	1873	1
2466	1911	921	1
2467	1911	1411	1
2468	1911	2392	1
2469	1911	617	1
2470	1911	1984	1
2471	1911	1101	1
2472	1911	2220	1
2473	1911	2553	1
2474	1911	1921	1
2475	1911	2498	1
2476	1911	1370	1
2477	1911	2122	1
2478	57	2487	1
2479	57	1522	1
2480	57	1171	1
2481	57	2553	1
2482	1458	1484	1
2483	1458	425	1
2484	1458	2588	1
2485	619	826	1
2486	619	1101	1
2487	619	2391	1
2488	619	2553	1
2489	619	683	1
2490	2245	1371	1
2491	244	703	1
2492	244	241	1
2493	244	1085	1
2494	244	2536	1
2495	244	2197	1
2496	2231	2052	1
2497	2001	1984	1
2498	2001	2435	1
2499	438	294	1
2500	438	1469	1
2501	438	1101	1
2502	438	1395	1
2503	438	2195	1
2504	1288	1427	1
2505	1288	1171	1
2506	1288	2511	1
2507	2546	617	1
2508	2546	1122	1
2509	2620	762	1
2510	2444	2302	1
2511	2444	1365	1
2512	2444	826	1
2513	2444	1333	1
2514	2444	477	1
2515	588	1337	1
2516	331	2553	1
2517	1372	2553	1
2518	1501	2553	1
2519	247	186	1
2520	247	2302	1
2521	247	1365	1
2522	247	2392	1
2523	247	826	1
2524	247	711	1
2525	247	456	1
2526	247	1841	1
2527	247	1061	1
2528	247	1779	1
2529	247	603	1
2530	247	935	1
2531	247	277	1
2532	47	1365	1
2533	47	826	1
2534	47	1984	1
2535	47	711	1
2536	47	456	1
2537	403	683	1
2538	1997	936	1
2539	1997	826	1
2540	1997	2553	1
2541	1838	60	1
2542	2658	60	1
2543	2658	60	1
2544	2036	826	1
2545	1332	1101	1
2546	1920	2047	1
2547	1920	336	1
2548	1920	1402	1
2549	1754	1984	1
2550	416	355	1
2551	2227	2047	1
2552	2227	677	1
2553	1577	711	1
2554	1577	1229	1
2555	1577	1779	1
2556	141	1229	1
2557	1309	60	1
2558	1606	2148	1
2559	689	1682	1
2560	173	525	1
2561	173	1229	1
2562	173	2553	1
2563	173	683	1
2564	173	742	1
2565	2428	2196	1
2566	1183	1901	1
2567	1690	826	1
2568	2026	2553	1
2569	30	48	1
2570	2184	1984	1
2571	2184	742	1
2572	702	355	1
2573	1810	2487	1
2574	1810	2553	1
2575	2494	1984	1
2576	1575	2553	1
2577	1408	826	1
2578	62	355	1
2579	316	186	1
2580	316	2226	1
2581	1551	2041	1
2582	1208	1229	1
2583	1208	204	1
2584	2434	742	1
2585	1940	60	1
2586	2518	186	1
2587	853	2553	1
2588	718	2226	1
2589	718	48	1
2590	2008	826	1
2591	1160	1229	1
2592	1160	734	1
2593	1160	603	1
2594	1160	1798	1
2595	2400	100	1
2596	2400	1873	1
2597	2400	699	1
2598	979	826	1
2599	972	2302	1
2600	972	1365	1
2601	972	1984	1
2602	972	711	1
2603	972	456	1
2604	972	1061	1
2605	1811	23	1
2606	1125	826	1
2607	195	1101	1
2608	112	100	1
2609	600	1984	1
2610	652	1511	1
2611	652	116	1
2612	652	2047	1
2613	652	1984	1
2614	652	336	1
2615	652	677	1
2616	1805	1101	1
2617	1986	2487	1
2618	857	2037	1
2619	857	1101	1
2620	934	355	1
2621	2057	386	1
2622	2057	2302	1
2623	2057	2588	1
2624	2057	1365	1
2625	2057	1232	1
2626	2057	355	1
2627	2057	1333	1
2628	2057	2391	1
2629	2057	477	1
2630	2057	456	1
2631	2057	1229	1
2632	2057	603	1
2633	2057	2553	1
2634	2057	742	1
2635	1713	291	1
2636	1388	2553	1
2637	1503	2553	1
2638	532	2553	1
2639	1541	826	1
2640	1541	2487	1
2641	679	2553	1
2642	1680	2226	1
2643	134	1005	1
2644	134	1921	1
2645	2542	1984	1
2646	953	854	1
2647	1386	2047	1
2648	1386	391	1
2649	2377	60	1
2650	2179	936	1
2651	2438	2226	1
2652	2318	186	1
2653	2318	2302	1
2654	2318	1365	1
2655	2318	2392	1
2656	2318	711	1
2657	2318	456	1
2658	2318	1841	1
2659	2318	1061	1
2660	2318	1779	1
2661	2318	603	1
2662	2318	935	1
2663	2318	277	1
2664	1552	2553	1
2665	373	2313	1
2666	1760	2671	1
2667	1263	2671	1
2668	1131	1171	1
2669	1696	1229	1
2670	227	1984	1
2671	1463	425	1
2672	1463	2588	1
2673	1276	2553	1
2674	974	1365	1
2675	2252	2313	1
2676	377	1333	1
2677	377	477	1
2678	1835	2487	1
2679	650	1234	1
2680	374	2226	1
2681	1773	2391	1
2682	1863	2643	1
2683	925	383	1
2684	193	456	1
2685	193	603	1
2686	193	683	1
2687	193	169	1
2688	193	1798	1
2689	193	1229	1
2690	193	1646	1
2691	193	1984	1
2692	193	1682	1
2693	2094	2047	1
2694	2094	1402	1
2695	865	291	1
2696	1978	811	1
2697	1978	3	1
2698	1978	826	1
2699	2357	677	1
2700	2357	2047	1
2701	1090	1171	1
2702	2632	2661	1
2703	2632	2349	1
2704	2632	477	1
2705	2632	1984	1
2706	2007	2553	1
2707	1446	683	1
2708	2587	456	1
2709	2587	711	1
2710	2587	1365	1
2711	2587	826	1
2712	2587	2302	1
2713	2587	1061	1
2714	519	742	1
2715	519	2553	1
2716	2022	617	1
2717	2022	612	1
2718	2022	1469	1
2719	2022	2195	1
2720	2022	322	1
2721	2022	2552	1
2722	2022	1395	1
2723	2022	294	1
2724	832	2289	1
2725	1199	1984	1
2726	1586	1711	1
2727	2221	742	1
2728	645	2047	1
2729	645	1402	1
2730	2075	1101	1
2731	2071	683	1
2732	2689	2553	1
2733	1253	683	1
2734	1235	2114	1
2735	1642	826	1
2736	1820	1229	1
2737	840	1995	1
2738	840	617	1
2739	840	1122	1
2740	2012	1101	1
2741	2488	2553	1
2742	2523	1234	1
2743	1686	2553	1
2744	897	2047	1
2745	897	1402	1
2746	897	742	1
2747	897	336	1
2748	613	2553	1
2749	613	2671	1
2750	1116	2226	1
2751	2566	1229	1
2752	1410	291	1
2753	1410	2047	1
2754	379	683	1
2755	379	1646	1
2756	379	826	1
2757	52	291	1
2758	755	456	1
2759	755	333	1
2760	755	1841	1
2761	755	1229	1
2762	1532	744	1
2763	1742	2226	1
2764	1742	48	1
2765	1928	826	1
2766	2630	1229	1
2767	2275	683	1
2768	2275	826	1
2769	2275	1984	1
2770	1516	2553	1
2771	2157	1171	1
2772	2508	2148	1
2773	2674	204	1
2774	1173	2047	1
2775	1173	336	1
2776	764	2553	1
2777	1437	424	1
2778	1718	2226	1
2779	1718	2637	1
2780	2362	2580	1
2781	2362	2637	1
2782	1485	2553	1
2783	1485	2487	1
2784	1397	683	1
2785	1496	60	1
2786	6	2553	1
2787	756	1743	1
2788	1797	683	1
2789	727	683	1
2790	727	2553	1
2791	727	742	1
2792	1147	1559	1
2793	121	1171	1
2794	121	1402	1
2795	121	2047	1
2796	759	2391	1
2797	759	2172	1
2798	759	2553	1
2799	759	826	1
2800	2452	2104	1
2801	1693	2553	1
2802	1452	2553	1
2803	168	383	1
2804	1996	48	1
2805	665	60	1
2806	117	2553	1
2807	2723	1984	1
2808	2666	677	1
2809	2666	2047	1
2810	1258	60	1
2811	2347	2226	1
2812	2347	742	1
2813	1985	826	1
2814	841	1312	1
2815	841	2220	1
2816	841	683	1
2817	363	1789	1
2818	427	2226	1
2819	719	2487	1
2820	2446	2553	1
2821	201	1984	1
2822	1908	1171	1
2823	2272	23	1
2824	641	826	1
2825	641	2226	1
2826	1167	1531	1
2827	2482	826	1
2828	2159	826	1
